family,scenario_base,scenario_name,traffic_profile_id,traffic_profile_name,settings_file,n_hosts,Scenario.endTime,Group.msgTtl_minutes,Events.nrof,Events1.interval,Events1.size,note
02_campus,C2_ExamDay_LongStays,C2_ExamDay_LongStays__TP03_ManySmall,TP03,ManySmall,scenarios/corpus_v2/02_campus/C2_ExamDay_LongStays__TP03_ManySmall.settings,48,43200,7200,1,"10, 30","1k, 10k",
02_campus,C2_ExamDay_LongStays,C2_ExamDay_LongStays__TP04_FewLarge,TP04,FewLarge,scenarios/corpus_v2/02_campus/C2_ExamDay_LongStays__TP04_FewLarge.settings,48,43200,14400,1,"180, 300","1M, 5M",
02_campus,C2_ExamDay_LongStays,C2_ExamDay_LongStays__TP05_CriticalTTL,TP05,CriticalTTL,scenarios/corpus_v2/02_campus/C2_ExamDay_LongStays__TP05_CriticalTTL.settings,48,43200,5,1,"60, 120","10k, 100k",
02_campus,C2_ExamDay_LongStays,C2_ExamDay_LongStays__TP06_OneToMany,TP06,OneToMany,scenarios/corpus_v2/02_campus/C2_ExamDay_LongStays__TP06_OneToMany.settings,48,43200,7200,1,"30, 60","10k, 100k",
02_campus,C2_ExamDay_LongStays,C2_ExamDay_LongStays__TP07_BurstWindow,TP07,BurstWindow,scenarios/corpus_v2/02_campus/C2_ExamDay_LongStays__TP07_BurstWindow.settings,48,43200,7200,1,"5, 15",,
02_campus,C2_ExamDay_LongStays,C2_ExamDay_LongStays__TP08_HubTarget,TP08,HubTarget,scenarios/corpus_v2/02_campus/C2_ExamDay_LongStays__TP08_HubTarget.settings,48,43200,7200,1,"30, 60",,
02_campus,C2_ExamDay_LongStays,C2_ExamDay_LongStays__TP09_Bimodal,TP09,Bimodal,scenarios/corpus_v2/02_campus/C2_ExamDay_LongStays__TP09_Bimodal.settings,48,43200,7200,2,,,
02_campus,C2_ExamDay_LongStays,C2_ExamDay_LongStays__TP10_Storm,TP10,Storm,scenarios/corpus_v2/02_campus/C2_ExamDay_LongStays__TP10_Storm.settings,48,43200,60,1,"5, 10","100k, 500k",
02_campus,C2_ExamDay_LongStays,C2_ExamDay_LongStays__TP11_ManyToOne,TP11,ManyToOne,scenarios/corpus_v2/02_campus/C2_ExamDay_LongStays__TP11_ManyToOne.settings,48,43200,7200,1,"30, 60","10k, 100k",
02_campus,C2_ExamDay_LongStays,C2_ExamDay_LongStays__TP12_GroupToGroup,TP12,GroupToGroup,scenarios/corpus_v2/02_campus/C2_ExamDay_LongStays__TP12_GroupToGroup.settings,48,43200,7200,1,"60, 120","50k, 150k",
02_campus,C3_Hackathon_24h,C3_Hackathon_24h__TP01_Baseline,TP01,Baseline,scenarios/corpus_v2/02_campus/C3_Hackathon_24h__TP01_Baseline.settings,40,86400,7200,1,"60, 120","50k, 150k",
02_campus,C3_Hackathon_24h,C3_Hackathon_24h__TP02_LowLoad,TP02,LowLoad,scenarios/corpus_v2/02_campus/C3_Hackathon_24h__TP02_LowLoad.settings,40,86400,21600,1,"300, 600","10k, 100k",
02_campus,C3_Hackathon_24h,C3_Hackathon_24h__TP03_ManySmall,TP03,ManySmall,scenarios/corpus_v2/02_campus/C3_Hackathon_24h__TP03_ManySmall.settings,40,86400,7200,1,"10, 30","1k, 10k",
02_campus,C3_Hackathon_24h,C3_Hackathon_24h__TP04_FewLarge,TP04,FewLarge,scenarios/corpus_v2/02_campus/C3_Hackathon_24h__TP04_FewLarge.settings,40,86400,14400,1,"180, 300","1M, 5M",
02_campus,C3_Hackathon_24h,C3_Hackathon_24h__TP05_CriticalTTL,TP05,CriticalTTL,scenarios/corpus_v2/02_campus/C3_Hackathon_24h__TP05_CriticalTTL.settings,40,86400,5,1,"60, 120","10k, 100k",
02_campus,C3_Hackathon_24h,C3_Hackathon_24h__TP06_OneToMany,TP06,OneToMany,scenarios/corpus_v2/02_campus/C3_Hackathon_24h__TP06_OneToMany.settings,40,86400,7200,1,"30, 60","10k, 100k",
02_campus,C3_Hackathon_24h,C3_Hackathon_24h__TP07_BurstWindow,TP07,BurstWindow,scenarios/corpus_v2/02_campus/C3_Hackathon_24h__TP07_BurstWindow.settings,40,86400,7200,1,"5, 15",,
02_campus,C3_Hackathon_24h,C3_Hackathon_24h__TP08_HubTarget,TP08,HubTarget,scenarios/corpus_v2/02_campus/C3_Hackathon_24h__TP08_HubTarget.settings,40,86400,7200,1,"30, 60",,
02_campus,C3_Hackathon_24h,C3_Hackathon_24h__TP09_Bimodal,TP09,Bimodal,scenarios/corpus_v2/02_campus/C3_Hackathon_24h__TP09_Bimodal.settings,40,86400,7200,2,,,
02_campus,C3_Hackathon_24h,C3_Hackathon_24h__TP10_Storm,TP10,Storm,scenarios/corpus_v2/02_campus/C3_Hackathon_24h__TP10_Storm.settings,40,86400,60,1,"5, 10","100k, 500k",
02_campus,C3_Hackathon_24h,C3_Hackathon_24h__TP11_ManyToOne,TP11,ManyToOne,scenarios/corpus_v2/02_campus/C3_Hackathon_24h__TP11_ManyToOne.settings,40,86400,7200,1,"30, 60","10k, 100k",
02_campus,C3_Hackathon_24h,C3_Hackathon_24h__TP12_GroupToGroup,TP12,GroupToGroup,scenarios/corpus_v2/02_campus/C3_Hackathon_24h__TP12_GroupToGroup.settings,40,86400,7200,1,"60, 120","50k, 150k",
02_campus,C4_Stadium_IngressEgress,C4_Stadium_IngressEgress__TP01_Baseline,TP01,Baseline,scenarios/corpus_v2/02_campus/C4_Stadium_IngressEgress__TP01_Baseline.settings,80,10800,7200,1,"60, 120","50k, 150k",
02_campus,C4_Stadium_IngressEgress,C4_Stadium_IngressEgress__TP02_LowLoad,TP02,LowLoad,scenarios/corpus_v2/02_campus/C4_Stadium_IngressEgress__TP02_LowLoad.settings,80,10800,21600,1,"300, 600","10k, 100k",
02_campus,C4_Stadium_IngressEgress,C4_Stadium_IngressEgress__TP03_ManySmall,TP03,ManySmall,scenarios/corpus_v2/02_campus/C4_Stadium_IngressEgress__TP03_ManySmall.settings,80,10800,7200,1,"10, 30","1k, 10k",
02_campus,C4_Stadium_IngressEgress,C4_Stadium_IngressEgress__TP04_FewLarge,TP04,FewLarge,scenarios/corpus_v2/02_campus/C4_Stadium_IngressEgress__TP04_FewLarge.settings,80,10800,14400,1,"180, 300","1M, 5M",
02_campus,C4_Stadium_IngressEgress,C4_Stadium_IngressEgress__TP05_CriticalTTL,TP05,CriticalTTL,scenarios/corpus_v2/02_campus/C4_Stadium_IngressEgress__TP05_CriticalTTL.settings,80,10800,5,1,"60, 120","10k, 100k",
02_campus,C4_Stadium_IngressEgress,C4_Stadium_IngressEgress__TP06_OneToMany,TP06,OneToMany,scenarios/corpus_v2/02_campus/C4_Stadium_IngressEgress__TP06_OneToMany.settings,80,10800,7200,1,"30, 60","10k, 100k",
02_campus,C4_Stadium_IngressEgress,C4_Stadium_IngressEgress__TP07_BurstWindow,TP07,BurstWindow,scenarios/corpus_v2/02_campus/C4_Stadium_IngressEgress__TP07_BurstWindow.settings,80,10800,7200,1,"5, 15",,
02_campus,C4_Stadium_IngressEgress,C4_Stadium_IngressEgress__TP08_HubTarget,TP08,HubTarget,scenarios/corpus_v2/02_campus/C4_Stadium_IngressEgress__TP08_HubTarget.settings,80,10800,7200,1,"30, 60",,
02_campus,C4_Stadium_IngressEgress,C4_Stadium_IngressEgress__TP09_Bimodal,TP09,Bimodal,scenarios/corpus_v2/02_campus/C4_Stadium_IngressEgress__TP09_Bimodal.settings,80,10800,7200,2,,,
02_campus,C4_Stadium_IngressEgress,C4_Stadium_IngressEgress__TP10_Storm,TP10,Storm,scenarios/corpus_v2/02_campus/C4_Stadium_IngressEgress__TP10_Storm.settings,80,10800,60,1,"5, 10","100k, 500k",
02_campus,C4_Stadium_IngressEgress,C4_Stadium_IngressEgress__TP11_ManyToOne,TP11,ManyToOne,scenarios/corpus_v2/02_campus/C4_Stadium_IngressEgress__TP11_ManyToOne.settings,80,10800,7200,1,"30, 60","10k, 100k",
02_campus,C4_Stadium_IngressEgress,C4_Stadium_IngressEgress__TP12_GroupToGroup,TP12,GroupToGroup,scenarios/corpus_v2/02_campus/C4_Stadium_IngressEgress__TP12_GroupToGroup.settings,80,10800,7200,1,"60, 120","50k, 150k",
02_campus,C5_Library_Quiet,C5_Library_Quiet__TP01_Baseline,TP01,Baseline,scenarios/corpus_v2/02_campus/C5_Library_Quiet__TP01_Baseline.settings,42,43200,7200,1,"60, 120","50k, 150k",
02_campus,C5_Library_Quiet,C5_Library_Quiet__TP02_LowLoad,TP02,LowLoad,scenarios/corpus_v2/02_campus/C5_Library_Quiet__TP02_LowLoad.settings,42,43200,21600,1,"300, 600","10k, 100k",
02_campus,C5_Library_Quiet,C5_Library_Quiet__TP03_ManySmall,TP03,ManySmall,scenarios/corpus_v2/02_campus/C5_Library_Quiet__TP03_ManySmall.settings,42,43200,7200,1,"10, 30","1k, 10k",
02_campus,C5_Library_Quiet,C5_Library_Quiet__TP04_FewLarge,TP04,FewLarge,scenarios/corpus_v2/02_campus/C5_Library_Quiet__TP04_FewLarge.settings,42,43200,14400,1,"180, 300","1M, 5M",
02_campus,C5_Library_Quiet,C5_Library_Quiet__TP05_CriticalTTL,TP05,CriticalTTL,scenarios/corpus_v2/02_campus/C5_Library_Quiet__TP05_CriticalTTL.settings,42,43200,5,1,"60, 120","10k, 100k",
02_campus,C5_Library_Quiet,C5_Library_Quiet__TP06_OneToMany,TP06,OneToMany,scenarios/corpus_v2/02_campus/C5_Library_Quiet__TP06_OneToMany.settings,42,43200,7200,1,"30, 60","10k, 100k",
02_campus,C5_Library_Quiet,C5_Library_Quiet__TP07_BurstWindow,TP07,BurstWindow,scenarios/corpus_v2/02_campus/C5_Library_Quiet__TP07_BurstWindow.settings,42,43200,7200,1,"5, 15",,
02_campus,C5_Library_Quiet,C5_Library_Quiet__TP08_HubTarget,TP08,HubTarget,scenarios/corpus_v2/02_campus/C5_Library_Quiet__TP08_HubTarget.settings,42,43200,7200,1,"30, 60",,
02_campus,C5_Library_Quiet,C5_Library_Quiet__TP09_Bimodal,TP09,Bimodal,scenarios/corpus_v2/02_campus/C5_Library_Quiet__TP09_Bimodal.settings,42,43200,7200,2,,,
02_campus,C5_Library_Quiet,C5_Library_Quiet__TP10_Storm,TP10,Storm,scenarios/corpus_v2/02_campus/C5_Library_Quiet__TP10_Storm.settings,42,43200,60,1,"5, 10","100k, 500k",
02_campus,C5_Library_Quiet,C5_Library_Quiet__TP11_ManyToOne,TP11,ManyToOne,scenarios/corpus_v2/02_campus/C5_Library_Quiet__TP11_ManyToOne.settings,42,43200,7200,1,"30, 60","10k, 100k",
02_campus,C5_Library_Quiet,C5_Library_Quiet__TP12_GroupToGroup,TP12,GroupToGroup,scenarios/corpus_v2/02_campus/C5_Library_Quiet__TP12_GroupToGroup.settings,42,43200,7200,1,"60, 120","50k, 150k",
02_campus,C6_EmergencyDrill_Evacuation,C6_EmergencyDrill_Evacuation__TP01_Baseline,TP01,Baseline,scenarios/corpus_v2/02_campus/C6_EmergencyDrill_Evacuation__TP01_Baseline.settings,80,7200,7200,1,"60, 120","50k, 150k",
02_campus,C6_EmergencyDrill_Evacuation,C6_EmergencyDrill_Evacuation__TP02_LowLoad,TP02,LowLoad,scenarios/corpus_v2/02_campus/C6_EmergencyDrill_Evacuation__TP02_LowLoad.settings,80,7200,21600,1,"300, 600","10k, 100k",
02_campus,C6_EmergencyDrill_Evacuation,C6_EmergencyDrill_Evacuation__TP03_ManySmall,TP03,ManySmall,scenarios/corpus_v2/02_campus/C6_EmergencyDrill_Evacuation__TP03_ManySmall.settings,80,7200,7200,1,"10, 30","1k, 10k",
02_campus,C6_EmergencyDrill_Evacuation,C6_EmergencyDrill_Evacuation__TP04_FewLarge,TP04,FewLarge,scenarios/corpus_v2/02_campus/C6_EmergencyDrill_Evacuation__TP04_FewLarge.settings,80,7200,14400,1,"180, 300","1M, 5M",
02_campus,C6_EmergencyDrill_Evacuation,C6_EmergencyDrill_Evacuation__TP05_CriticalTTL,TP05,CriticalTTL,scenarios/corpus_v2/02_campus/C6_EmergencyDrill_Evacuation__TP05_CriticalTTL.settings,80,7200,5,1,"60, 120","10k, 100k",
02_campus,C6_EmergencyDrill_Evacuation,C6_EmergencyDrill_Evacuation__TP06_OneToMany,TP06,OneToMany,scenarios/corpus_v2/02_campus/C6_EmergencyDrill_Evacuation__TP06_OneToMany.settings,80,7200,7200,1,"30, 60","10k, 100k",
02_campus,C6_EmergencyDrill_Evacuation,C6_EmergencyDrill_Evacuation__TP07_BurstWindow,TP07,BurstWindow,scenarios/corpus_v2/02_campus/C6_EmergencyDrill_Evacuation__TP07_BurstWindow.settings,80,7200,7200,1,"5, 15",,
02_campus,C6_EmergencyDrill_Evacuation,C6_EmergencyDrill_Evacuation__TP08_HubTarget,TP08,HubTarget,scenarios/corpus_v2/02_campus/C6_EmergencyDrill_Evacuation__TP08_HubTarget.settings,80,7200,7200,1,"30, 60",,
02_campus,C6_EmergencyDrill_Evacuation,C6_EmergencyDrill_Evacuation__TP09_Bimodal,TP09,Bimodal,scenarios/corpus_v2/02_campus/C6_EmergencyDrill_Evacuation__TP09_Bimodal.settings,80,7200,7200,2,,,
02_campus,C6_EmergencyDrill_Evacuation,C6_EmergencyDrill_Evacuation__TP10_Storm,TP10,Storm,scenarios/corpus_v2/02_campus/C6_EmergencyDrill_Evacuation__TP10_Storm.settings,80,7200,60,1,"5, 10","100k, 500k",
02_campus,C6_EmergencyDrill_Evacuation,C6_EmergencyDrill_Evacuation__TP11_ManyToOne,TP11,ManyToOne,scenarios/corpus_v2/02_campus/C6_EmergencyDrill_Evacuation__TP11_ManyToOne.settings,80,7200,7200,1,"30, 60","10k, 100k",
02_campus,C6_EmergencyDrill_Evacuation,C6_EmergencyDrill_Evacuation__TP12_GroupToGroup,TP12,GroupToGroup,scenarios/corpus_v2/02_campus/C6_EmergencyDrill_Evacuation__TP12_GroupToGroup.settings,80,7200,7200,1,"60, 120","50k, 150k",
03_vehicles,V1_TaxiLow_HelsinkiMedium,V1_TaxiLow_HelsinkiMedium__TP01_Baseline,TP01,Baseline,scenarios/corpus_v2/03_vehicles/V1_TaxiLow_HelsinkiMedium__TP01_Baseline.settings,5,43200,7200,1,"60, 120","50k, 150k",
03_vehicles,V1_TaxiLow_HelsinkiMedium,V1_TaxiLow_HelsinkiMedium__TP02_LowLoad,TP02,LowLoad,scenarios/corpus_v2/03_vehicles/V1_TaxiLow_HelsinkiMedium__TP02_LowLoad.settings,5,43200,21600,1,"300, 600","10k, 100k",
03_vehicles,V1_TaxiLow_HelsinkiMedium,V1_TaxiLow_HelsinkiMedium__TP03_ManySmall,TP03,ManySmall,scenarios/corpus_v2/03_vehicles/V1_TaxiLow_HelsinkiMedium__TP03_ManySmall.settings,5,43200,7200,1,"10, 30","1k, 10k",
03_vehicles,V1_TaxiLow_HelsinkiMedium,V1_TaxiLow_HelsinkiMedium__TP04_FewLarge,TP04,FewLarge,scenarios/corpus_v2/03_vehicles/V1_TaxiLow_HelsinkiMedium__TP04_FewLarge.settings,5,43200,14400,1,"180, 300","1M, 5M",
03_vehicles,V1_TaxiLow_HelsinkiMedium,V1_TaxiLow_HelsinkiMedium__TP05_CriticalTTL,TP05,CriticalTTL,scenarios/corpus_v2/03_vehicles/V1_TaxiLow_HelsinkiMedium__TP05_CriticalTTL.settings,5,43200,5,1,"60, 120","10k, 100k",
03_vehicles,V1_TaxiLow_HelsinkiMedium,V1_TaxiLow_HelsinkiMedium__TP06_OneToMany,TP06,OneToMany,scenarios/corpus_v2/03_vehicles/V1_TaxiLow_HelsinkiMedium__TP06_OneToMany.settings,5,43200,7200,1,"30, 60","10k, 100k",
03_vehicles,V1_TaxiLow_HelsinkiMedium,V1_TaxiLow_HelsinkiMedium__TP07_BurstWindow,TP07,BurstWindow,scenarios/corpus_v2/03_vehicles/V1_TaxiLow_HelsinkiMedium__TP07_BurstWindow.settings,5,43200,7200,1,"5, 15",,
03_vehicles,V1_TaxiLow_HelsinkiMedium,V1_TaxiLow_HelsinkiMedium__TP08_HubTarget,TP08,HubTarget,scenarios/corpus_v2/03_vehicles/V1_TaxiLow_HelsinkiMedium__TP08_HubTarget.settings,5,43200,7200,1,"30, 60",,
03_vehicles,V1_TaxiLow_HelsinkiMedium,V1_TaxiLow_HelsinkiMedium__TP09_Bimodal,TP09,Bimodal,scenarios/corpus_v2/03_vehicles/V1_TaxiLow_HelsinkiMedium__TP09_Bimodal.settings,5,43200,7200,2,,,
03_vehicles,V1_TaxiLow_HelsinkiMedium,V1_TaxiLow_HelsinkiMedium__TP10_Storm,TP10,Storm,scenarios/corpus_v2/03_vehicles/V1_TaxiLow_HelsinkiMedium__TP10_Storm.settings,5,43200,60,1,"5, 10","100k, 500k",
03_vehicles,V1_TaxiLow_HelsinkiMedium,V1_TaxiLow_HelsinkiMedium__TP11_ManyToOne,TP11,ManyToOne,scenarios/corpus_v2/03_vehicles/V1_TaxiLow_HelsinkiMedium__TP11_ManyToOne.settings,5,43200,7200,1,"30, 60","10k, 100k",
03_vehicles,V1_TaxiLow_HelsinkiMedium,V1_TaxiLow_HelsinkiMedium__TP12_GroupToGroup,TP12,GroupToGroup,scenarios/corpus_v2/03_vehicles/V1_TaxiLow_HelsinkiMedium__TP12_GroupToGroup.settings,5,43200,7200,1,"60, 120","50k, 150k",
03_vehicles,V2_TaxiHigh_HelsinkiMedium,V2_TaxiHigh_HelsinkiMedium__TP01_Baseline,TP01,Baseline,scenarios/corpus_v2/03_vehicles/V2_TaxiHigh_HelsinkiMedium__TP01_Baseline.settings,26,43200,7200,1,"60, 120","50k, 150k",
03_vehicles,V2_TaxiHigh_HelsinkiMedium,V2_TaxiHigh_HelsinkiMedium__TP02_LowLoad,TP02,LowLoad,scenarios/corpus_v2/03_vehicles/V2_TaxiHigh_HelsinkiMedium__TP02_LowLoad.settings,26,43200,21600,1,"300, 600","10k, 100k",
03_vehicles,V2_TaxiHigh_HelsinkiMedium,V2_TaxiHigh_HelsinkiMedium__TP03_ManySmall,TP03,ManySmall,scenarios/corpus_v2/03_vehicles/V2_TaxiHigh_HelsinkiMedium__TP03_ManySmall.settings,26,43200,7200,1,"10, 30","1k, 10k",
03_vehicles,V2_TaxiHigh_HelsinkiMedium,V2_TaxiHigh_HelsinkiMedium__TP04_FewLarge,TP04,FewLarge,scenarios/corpus_v2/03_vehicles/V2_TaxiHigh_HelsinkiMedium__TP04_FewLarge.settings,26,43200,14400,1,"180, 300","1M, 5M",
03_vehicles,V2_TaxiHigh_HelsinkiMedium,V2_TaxiHigh_HelsinkiMedium__TP05_CriticalTTL,TP05,CriticalTTL,scenarios/corpus_v2/03_vehicles/V2_TaxiHigh_HelsinkiMedium__TP05_CriticalTTL.settings,26,43200,5,1,"60, 120","10k, 100k",
03_vehicles,V2_TaxiHigh_HelsinkiMedium,V2_TaxiHigh_HelsinkiMedium__TP06_OneToMany,TP06,OneToMany,scenarios/corpus_v2/03_vehicles/V2_TaxiHigh_HelsinkiMedium__TP06_OneToMany.settings,26,43200,7200,1,"30, 60","10k, 100k",
03_vehicles,V2_TaxiHigh_HelsinkiMedium,V2_TaxiHigh_HelsinkiMedium__TP07_BurstWindow,TP07,BurstWindow,scenarios/corpus_v2/03_vehicles/V2_TaxiHigh_HelsinkiMedium__TP07_BurstWindow.settings,26,43200,7200,1,"5, 15",,
03_vehicles,V2_TaxiHigh_HelsinkiMedium,V2_TaxiHigh_HelsinkiMedium__TP08_HubTarget,TP08,HubTarget,scenarios/corpus_v2/03_vehicles/V2_TaxiHigh_HelsinkiMedium__TP08_HubTarget.settings,26,43200,7200,1,"30, 60",,
03_vehicles,V2_TaxiHigh_HelsinkiMedium,V2_TaxiHigh_HelsinkiMedium__TP09_Bimodal,TP09,Bimodal,scenarios/corpus_v2/03_vehicles/V2_TaxiHigh_HelsinkiMedium__TP09_Bimodal.settings,26,43200,7200,2,,,
03_vehicles,V2_TaxiHigh_HelsinkiMedium,V2_TaxiHigh_HelsinkiMedium__TP10_Storm,TP10,Storm,scenarios/corpus_v2/03_vehicles/V2_TaxiHigh_HelsinkiMedium__TP10_Storm.settings,26,43200,60,1,"5, 10","100k, 500k",
03_vehicles,V2_TaxiHigh_HelsinkiMedium,V2_TaxiHigh_HelsinkiMedium__TP11_ManyToOne,TP11,ManyToOne,scenarios/corpus_v2/03_vehicles/V2_TaxiHigh_HelsinkiMedium__TP11_ManyToOne.settings,26,43200,7200,1,"30, 60","10k, 100k",
03_vehicles,V2_TaxiHigh_HelsinkiMedium,V2_TaxiHigh_HelsinkiMedium__TP12_GroupToGroup,TP12,GroupToGroup,scenarios/corpus_v2/03_vehicles/V2_TaxiHigh_HelsinkiMedium__TP12_GroupToGroup.settings,26,43200,7200,1,"60, 120","50k, 150k",
03_vehicles,V3_BusOnlyCarriers_HelsinkiMedium,V3_BusOnlyCarriers_HelsinkiMedium__TP01_Baseline,TP01,Baseline,scenarios/corpus_v2/03_vehicles/V3_BusOnlyCarriers_HelsinkiMedium__TP01_Baseline.settings,9,43200,7200,1,"60, 120","50k, 150k",
03_vehicles,V3_BusOnlyCarriers_HelsinkiMedium,V3_BusOnlyCarriers_HelsinkiMedium__TP02_LowLoad,TP02,LowLoad,scenarios/corpus_v2/03_vehicles/V3_BusOnlyCarriers_HelsinkiMedium__TP02_LowLoad.settings,9,43200,21600,1,"300, 600","10k, 100k",
03_vehicles,V3_BusOnlyCarriers_HelsinkiMedium,V3_BusOnlyCarriers_HelsinkiMedium__TP03_ManySmall,TP03,ManySmall,scenarios/corpus_v2/03_vehicles/V3_BusOnlyCarriers_HelsinkiMedium__TP03_ManySmall.settings,9,43200,7200,1,"10, 30","1k, 10k",
03_vehicles,V3_BusOnlyCarriers_HelsinkiMedium,V3_BusOnlyCarriers_HelsinkiMedium__TP04_FewLarge,TP04,FewLarge,scenarios/corpus_v2/03_vehicles/V3_BusOnlyCarriers_HelsinkiMedium__TP04_FewLarge.settings,9,43200,14400,1,"180, 300","1M, 5M",
03_vehicles,V3_BusOnlyCarriers_HelsinkiMedium,V3_BusOnlyCarriers_HelsinkiMedium__TP05_CriticalTTL,TP05,CriticalTTL,scenarios/corpus_v2/03_vehicles/V3_BusOnlyCarriers_HelsinkiMedium__TP05_CriticalTTL.settings,9,43200,5,1,"60, 120","10k, 100k",
03_vehicles,V3_BusOnlyCarriers_HelsinkiMedium,V3_BusOnlyCarriers_HelsinkiMedium__TP06_OneToMany,TP06,OneToMany,scenarios/corpus_v2/03_vehicles/V3_BusOnlyCarriers_HelsinkiMedium__TP06_OneToMany.settings,9,43200,7200,1,"30, 60","10k, 100k",
03_vehicles,V3_BusOnlyCarriers_HelsinkiMedium,V3_BusOnlyCarriers_HelsinkiMedium__TP07_BurstWindow,TP07,BurstWindow,scenarios/corpus_v2/03_vehicles/V3_BusOnlyCarriers_HelsinkiMedium__TP07_BurstWindow.settings,9,43200,7200,1,"5, 15",,
03_vehicles,V3_BusOnlyCarriers_HelsinkiMedium,V3_BusOnlyCarriers_HelsinkiMedium__TP08_HubTarget,TP08,HubTarget,scenarios/corpus_v2/03_vehicles/V3_BusOnlyCarriers_HelsinkiMedium__TP08_HubTarget.settings,9,43200,7200,1,"30, 60",,
03_vehicles,V3_BusOnlyCarriers_HelsinkiMedium,V3_BusOnlyCarriers_HelsinkiMedium__TP09_Bimodal,TP09,Bimodal,scenarios/corpus_v2/03_vehicles/V3_BusOnlyCarriers_HelsinkiMedium__TP09_Bimodal.settings,9,43200,7200,2,,,
03_vehicles,V3_BusOnlyCarriers_HelsinkiMedium,V3_BusOnlyCarriers_HelsinkiMedium__TP10_Storm,TP10,Storm,scenarios/corpus_v2/03_vehicles/V3_BusOnlyCarriers_HelsinkiMedium__TP10_Storm.settings,9,43200,60,1,"5, 10","100k, 500k",
03_vehicles,V3_BusOnlyCarriers_HelsinkiMedium,V3_BusOnlyCarriers_HelsinkiMedium__TP11_ManyToOne,TP11,ManyToOne,scenarios/corpus_v2/03_vehicles/V3_BusOnlyCarriers_HelsinkiMedium__TP11_ManyToOne.settings,9,43200,7200,1,"30, 60","10k, 100k",
03_vehicles,V3_BusOnlyCarriers_HelsinkiMedium,V3_BusOnlyCarriers_HelsinkiMedium__TP12_GroupToGroup,TP12,GroupToGroup,scenarios/corpus_v2/03_vehicles/V3_BusOnlyCarriers_HelsinkiMedium__TP12_GroupToGroup.settings,9,43200,7200,1,"60, 120","50k, 150k",
03_vehicles,V4_CarOwnership_0_HelsinkiMedium,V4_CarOwnership_0_HelsinkiMedium__TP01_Baseline,TP01,Baseline,scenarios/corpus_v2/03_vehicles/V4_CarOwnership_0_HelsinkiMedium__TP01_Baseline.settings,81,43200,7200,1,"60, 120","50k, 150k",
03_vehicles,V4_CarOwnership_0_HelsinkiMedium,V4_CarOwnership_0_HelsinkiMedium__TP02_LowLoad,TP02,LowLoad,scenarios/corpus_v2/03_vehicles/V4_CarOwnership_0_HelsinkiMedium__TP02_LowLoad.settings,81,43200,21600,1,"300, 600","10k, 100k",
03_vehicles,V4_CarOwnership_0_HelsinkiMedium,V4_CarOwnership_0_HelsinkiMedium__TP03_ManySmall,TP03,ManySmall,scenarios/corpus_v2/03_vehicles/V4_CarOwnership_0_HelsinkiMedium__TP03_ManySmall.settings,81,43200,7200,1,"10, 30","1k, 10k",
03_vehicles,V4_CarOwnership_0_HelsinkiMedium,V4_CarOwnership_0_HelsinkiMedium__TP04_FewLarge,TP04,FewLarge,scenarios/corpus_v2/03_vehicles/V4_CarOwnership_0_HelsinkiMedium__TP04_FewLarge.settings,81,43200,14400,1,"180, 300","1M, 5M",
03_vehicles,V4_CarOwnership_0_HelsinkiMedium,V4_CarOwnership_0_HelsinkiMedium__TP05_CriticalTTL,TP05,CriticalTTL,scenarios/corpus_v2/03_vehicles/V4_CarOwnership_0_HelsinkiMedium__TP05_CriticalTTL.settings,81,43200,5,1,"60, 120","10k, 100k",
03_vehicles,V4_CarOwnership_0_HelsinkiMedium,V4_CarOwnership_0_HelsinkiMedium__TP06_OneToMany,TP06,OneToMany,scenarios/corpus_v2/03_vehicles/V4_CarOwnership_0_HelsinkiMedium__TP06_OneToMany.settings,81,43200,7200,1,"30, 60","10k, 100k",
03_vehicles,V4_CarOwnership_0_HelsinkiMedium,V4_CarOwnership_0_HelsinkiMedium__TP07_BurstWindow,TP07,BurstWindow,scenarios/corpus_v2/03_vehicles/V4_CarOwnership_0_HelsinkiMedium__TP07_BurstWindow.settings,81,43200,7200,1,"5, 15",,
03_vehicles,V4_CarOwnership_0_HelsinkiMedium,V4_CarOwnership_0_HelsinkiMedium__TP08_HubTarget,TP08,HubTarget,scenarios/corpus_v2/03_vehicles/V4_CarOwnership_0_HelsinkiMedium__TP08_HubTarget.settings,81,43200,7200,1,"30, 60",,
03_vehicles,V4_CarOwnership_0_HelsinkiMedium,V4_CarOwnership_0_HelsinkiMedium__TP09_Bimodal,TP09,Bimodal,scenarios/corpus_v2/03_vehicles/V4_CarOwnership_0_HelsinkiMedium__TP09_Bimodal.settings,81,43200,7200,2,,,
03_vehicles,V4_CarOwnership_0_HelsinkiMedium,V4_CarOwnership_0_HelsinkiMedium__TP10_Storm,TP10,Storm,scenarios/corpus_v2/03_vehicles/V4_CarOwnership_0_HelsinkiMedium__TP10_Storm.settings,81,43200,60,1,"5, 10","100k, 500k",
03_vehicles,V4_CarOwnership_0_HelsinkiMedium,V4_CarOwnership_0_HelsinkiMedium__TP11_ManyToOne,TP11,ManyToOne,scenarios/corpus_v2/03_vehicles/V4_CarOwnership_0_HelsinkiMedium__TP11_ManyToOne.settings,81,43200,7200,1,"30, 60","10k, 100k",
