scenario_name,scenario_base,family,traffic_profile_id,benchmark_split,revision_action,change_map,change_mobility,change_tp,settings_file
C2_ExamDay_LongStays__TP04_FewLarge,C2_ExamDay_LongStays,02_campus,TP04,stress,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v2/02_campus/C2_ExamDay_LongStays__TP04_FewLarge.settings
C2_ExamDay_LongStays__TP05_CriticalTTL,C2_ExamDay_LongStays,02_campus,TP05,stress,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v2/02_campus/C2_ExamDay_LongStays__TP05_CriticalTTL.settings
C2_ExamDay_LongStays__TP06_OneToMany,C2_ExamDay_LongStays,02_campus,TP06,stress,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v2/02_campus/C2_ExamDay_LongStays__TP06_OneToMany.settings
C2_ExamDay_LongStays__TP07_BurstWindow,C2_ExamDay_LongStays,02_campus,TP07,main,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v2/02_campus/C2_ExamDay_LongStays__TP07_BurstWindow.settings
C2_ExamDay_LongStays__TP08_HubTarget,C2_ExamDay_LongStays,02_campus,TP08,main,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v2/02_campus/C2_ExamDay_LongStays__TP08_HubTarget.settings
C2_ExamDay_LongStays__TP09_Bimodal,C2_ExamDay_LongStays,02_campus,TP09,stress,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v2/02_campus/C2_ExamDay_LongStays__TP09_Bimodal.settings
C2_ExamDay_LongStays__TP10_Storm,C2_ExamDay_LongStays,02_campus,TP10,stress,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v2/02_campus/C2_ExamDay_LongStays__TP10_Storm.settings
C2_ExamDay_LongStays__TP11_ManyToOne,C2_ExamDay_LongStays,02_campus,TP11,stress,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v2/02_campus/C2_ExamDay_LongStays__TP11_ManyToOne.settings
C2_ExamDay_LongStays__TP12_GroupToGroup,C2_ExamDay_LongStays,02_campus,TP12,control,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v2/02_campus/C2_ExamDay_LongStays__TP12_GroupToGroup.settings
C3_Hackathon_24h__TP01_Baseline,C3_Hackathon_24h,02_campus,TP01,main,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v2/02_campus/C3_Hackathon_24h__TP01_Baseline.settings
C3_Hackathon_24h__TP02_LowLoad,C3_Hackathon_24h,02_campus,TP02,main,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v2/02_campus/C3_Hackathon_24h__TP02_LowLoad.settings
C3_Hackathon_24h__TP03_ManySmall,C3_Hackathon_24h,02_campus,TP03,main,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v2/02_campus/C3_Hackathon_24h__TP03_ManySmall.settings
C3_Hackathon_24h__TP04_FewLarge,C3_Hackathon_24h,02_campus,TP04,stress,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v2/02_campus/C3_Hackathon_24h__TP04_FewLarge.settings
C3_Hackathon_24h__TP05_CriticalTTL,C3_Hackathon_24h,02_campus,TP05,stress,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v2/02_campus/C3_Hackathon_24h__TP05_CriticalTTL.settings
C3_Hackathon_24h__TP06_OneToMany,C3_Hackathon_24h,02_campus,TP06,stress,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v2/02_campus/C3_Hackathon_24h__TP06_OneToMany.settings
C3_Hackathon_24h__TP07_BurstWindow,C3_Hackathon_24h,02_campus,TP07,main,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v2/02_campus/C3_Hackathon_24h__TP07_BurstWindow.settings
C3_Hackathon_24h__TP08_HubTarget,C3_Hackathon_24h,02_campus,TP08,main,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v2/02_campus/C3_Hackathon_24h__TP08_HubTarget.settings
C3_Hackathon_24h__TP09_Bimodal,C3_Hackathon_24h,02_campus,TP09,stress,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v2/02_campus/C3_Hackathon_24h__TP09_Bimodal.settings
C3_Hackathon_24h__TP10_Storm,C3_Hackathon_24h,02_campus,TP10,stress,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v2/02_campus/C3_Hackathon_24h__TP10_Storm.settings
C3_Hackathon_24h__TP11_ManyToOne,C3_Hackathon_24h,02_campus,TP11,stress,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v2/02_campus/C3_Hackathon_24h__TP11_ManyToOne.settings
C3_Hackathon_24h__TP12_GroupToGroup,C3_Hackathon_24h,02_campus,TP12,control,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v2/02_campus/C3_Hackathon_24h__TP12_GroupToGroup.settings
C4_Stadium_IngressEgress__TP01_Baseline,C4_Stadium_IngressEgress,02_campus,TP01,main,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v2/02_campus/C4_Stadium_IngressEgress__TP01_Baseline.settings
C4_Stadium_IngressEgress__TP02_LowLoad,C4_Stadium_IngressEgress,02_campus,TP02,main,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v2/02_campus/C4_Stadium_IngressEgress__TP02_LowLoad.settings
C4_Stadium_IngressEgress__TP03_ManySmall,C4_Stadium_IngressEgress,02_campus,TP03,main,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v2/02_campus/C4_Stadium_IngressEgress__TP03_ManySmall.settings
C4_Stadium_IngressEgress__TP04_FewLarge,C4_Stadium_IngressEgress,02_campus,TP04,stress,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v2/02_campus/C4_Stadium_IngressEgress__TP04_FewLarge.settings
C4_Stadium_IngressEgress__TP05_CriticalTTL,C4_Stadium_IngressEgress,02_campus,TP05,stress,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v2/02_campus/C4_Stadium_IngressEgress__TP05_CriticalTTL.settings
C4_Stadium_IngressEgress__TP06_OneToMany,C4_Stadium_IngressEgress,02_campus,TP06,stress,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v2/02_campus/C4_Stadium_IngressEgress__TP06_OneToMany.settings
C4_Stadium_IngressEgress__TP07_BurstWindow,C4_Stadium_IngressEgress,02_campus,TP07,main,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v2/02_campus/C4_Stadium_IngressEgress__TP07_BurstWindow.settings
C4_Stadium_IngressEgress__TP08_HubTarget,C4_Stadium_IngressEgress,02_campus,TP08,main,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v2/02_campus/C4_Stadium_IngressEgress__TP08_HubTarget.settings
C4_Stadium_IngressEgress__TP09_Bimodal,C4_Stadium_IngressEgress,02_campus,TP09,stress,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v2/02_campus/C4_Stadium_IngressEgress__TP09_Bimodal.settings
C4_Stadium_IngressEgress__TP10_Storm,C4_Stadium_IngressEgress,02_campus,TP10,stress,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v2/02_campus/C4_Stadium_IngressEgress__TP10_Storm.settings
C4_Stadium_IngressEgress__TP11_ManyToOne,C4_Stadium_IngressEgress,02_campus,TP11,stress,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v2/02_campus/C4_Stadium_IngressEgress__TP11_ManyToOne.settings
C4_Stadium_IngressEgress__TP12_GroupToGroup,C4_Stadium_IngressEgress,02_campus,TP12,control,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v2/02_campus/C4_Stadium_IngressEgress__TP12_GroupToGroup.settings
C5_Library_Quiet__TP01_Baseline,C5_Library_Quiet,02_campus,TP01,main,mantener,no,no,no,scenarios/corpus_v2/02_campus/C5_Library_Quiet__TP01_Baseline.settings
C5_Library_Quiet__TP02_LowLoad,C5_Library_Quiet,02_campus,TP02,main,mantener,no,no,no,scenarios/corpus_v2/02_campus/C5_Library_Quiet__TP02_LowLoad.settings
C5_Library_Quiet__TP03_ManySmall,C5_Library_Quiet,02_campus,TP03,main,mantener,no,no,no,scenarios/corpus_v2/02_campus/C5_Library_Quiet__TP03_ManySmall.settings
C5_Library_Quiet__TP04_FewLarge,C5_Library_Quiet,02_campus,TP04,stress,mantener,no,no,no,scenarios/corpus_v2/02_campus/C5_Library_Quiet__TP04_FewLarge.settings
C5_Library_Quiet__TP05_CriticalTTL,C5_Library_Quiet,02_campus,TP05,stress,mantener,no,no,no,scenarios/corpus_v2/02_campus/C5_Library_Quiet__TP05_CriticalTTL.settings
C5_Library_Quiet__TP06_OneToMany,C5_Library_Quiet,02_campus,TP06,stress,mantener,no,no,no,scenarios/corpus_v2/02_campus/C5_Library_Quiet__TP06_OneToMany.settings
C5_Library_Quiet__TP07_BurstWindow,C5_Library_Quiet,02_campus,TP07,main,mantener,no,no,no,scenarios/corpus_v2/02_campus/C5_Library_Quiet__TP07_BurstWindow.settings
C5_Library_Quiet__TP08_HubTarget,C5_Library_Quiet,02_campus,TP08,main,mantener,no,no,no,scenarios/corpus_v2/02_campus/C5_Library_Quiet__TP08_HubTarget.settings
C5_Library_Quiet__TP09_Bimodal,C5_Library_Quiet,02_campus,TP09,stress,mantener,no,no,no,scenarios/corpus_v2/02_campus/C5_Library_Quiet__TP09_Bimodal.settings
C5_Library_Quiet__TP10_Storm,C5_Library_Quiet,02_campus,TP10,stress,mantener,no,no,no,scenarios/corpus_v2/02_campus/C5_Library_Quiet__TP10_Storm.settings
C5_Library_Quiet__TP11_ManyToOne,C5_Library_Quiet,02_campus,TP11,stress,mantener,no,no,no,scenarios/corpus_v2/02_campus/C5_Library_Quiet__TP11_ManyToOne.settings
C5_Library_Quiet__TP12_GroupToGroup,C5_Library_Quiet,02_campus,TP12,control,mantener,no,no,no,scenarios/corpus_v2/02_campus/C5_Library_Quiet__TP12_GroupToGroup.settings
C6_EmergencyDrill_Evacuation__TP01_Baseline,C6_EmergencyDrill_Evacuation,02_campus,TP01,main,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v2/02_campus/C6_EmergencyDrill_Evacuation__TP01_Baseline.settings
C6_EmergencyDrill_Evacuation__TP02_LowLoad,C6_EmergencyDrill_Evacuation,02_campus,TP02,main,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v2/02_campus/C6_EmergencyDrill_Evacuation__TP02_LowLoad.settings
C6_EmergencyDrill_Evacuation__TP03_ManySmall,C6_EmergencyDrill_Evacuation,02_campus,TP03,main,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v2/02_campus/C6_EmergencyDrill_Evacuation__TP03_ManySmall.settings
C6_EmergencyDrill_Evacuation__TP04_FewLarge,C6_EmergencyDrill_Evacuation,02_campus,TP04,stress,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v2/02_campus/C6_EmergencyDrill_Evacuation__TP04_FewLarge.settings
C6_EmergencyDrill_Evacuation__TP05_CriticalTTL,C6_EmergencyDrill_Evacuation,02_campus,TP05,stress,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v2/02_campus/C6_EmergencyDrill_Evacuation__TP05_CriticalTTL.settings
C6_EmergencyDrill_Evacuation__TP06_OneToMany,C6_EmergencyDrill_Evacuation,02_campus,TP06,stress,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v2/02_campus/C6_EmergencyDrill_Evacuation__TP06_OneToMany.settings
C6_EmergencyDrill_Evacuation__TP07_BurstWindow,C6_EmergencyDrill_Evacuation,02_campus,TP07,main,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v2/02_campus/C6_EmergencyDrill_Evacuation__TP07_BurstWindow.settings
C6_EmergencyDrill_Evacuation__TP08_HubTarget,C6_EmergencyDrill_Evacuation,02_campus,TP08,main,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v2/02_campus/C6_EmergencyDrill_Evacuation__TP08_HubTarget.settings
C6_EmergencyDrill_Evacuation__TP09_Bimodal,C6_EmergencyDrill_Evacuation,02_campus,TP09,stress,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v2/02_campus/C6_EmergencyDrill_Evacuation__TP09_Bimodal.settings
C6_EmergencyDrill_Evacuation__TP10_Storm,C6_EmergencyDrill_Evacuation,02_campus,TP10,stress,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v2/02_campus/C6_EmergencyDrill_Evacuation__TP10_Storm.settings
C6_EmergencyDrill_Evacuation__TP11_ManyToOne,C6_EmergencyDrill_Evacuation,02_campus,TP11,stress,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v2/02_campus/C6_EmergencyDrill_Evacuation__TP11_ManyToOne.settings
C6_EmergencyDrill_Evacuation__TP12_GroupToGroup,C6_EmergencyDrill_Evacuation,02_campus,TP12,control,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v2/02_campus/C6_EmergencyDrill_Evacuation__TP12_GroupToGroup.settings
V1_TaxiLow_HelsinkiMedium__TP01_Baseline,V1_TaxiLow_HelsinkiMedium,03_vehicles,TP01,main,mantener,no,no,no,scenarios/corpus_v2/03_vehicles/V1_TaxiLow_HelsinkiMedium__TP01_Baseline.settings
V1_TaxiLow_HelsinkiMedium__TP02_LowLoad,V1_TaxiLow_HelsinkiMedium,03_vehicles,TP02,main,mantener,no,no,no,scenarios/corpus_v2/03_vehicles/V1_TaxiLow_HelsinkiMedium__TP02_LowLoad.settings
V1_TaxiLow_HelsinkiMedium__TP03_ManySmall,V1_TaxiLow_HelsinkiMedium,03_vehicles,TP03,main,mantener,no,no,no,scenarios/corpus_v2/03_vehicles/V1_TaxiLow_HelsinkiMedium__TP03_ManySmall.settings
V1_TaxiLow_HelsinkiMedium__TP04_FewLarge,V1_TaxiLow_HelsinkiMedium,03_vehicles,TP04,stress,mantener,no,no,no,scenarios/corpus_v2/03_vehicles/V1_TaxiLow_HelsinkiMedium__TP04_FewLarge.settings
V1_TaxiLow_HelsinkiMedium__TP05_CriticalTTL,V1_TaxiLow_HelsinkiMedium,03_vehicles,TP05,stress,mantener,no,no,no,scenarios/corpus_v2/03_vehicles/V1_TaxiLow_HelsinkiMedium__TP05_CriticalTTL.settings
V1_TaxiLow_HelsinkiMedium__TP06_OneToMany,V1_TaxiLow_HelsinkiMedium,03_vehicles,TP06,stress,mantener,no,no,no,scenarios/corpus_v2/03_vehicles/V1_TaxiLow_HelsinkiMedium__TP06_OneToMany.settings
V1_TaxiLow_HelsinkiMedium__TP07_BurstWindow,V1_TaxiLow_HelsinkiMedium,03_vehicles,TP07,main,mantener,no,no,no,scenarios/corpus_v2/03_vehicles/V1_TaxiLow_HelsinkiMedium__TP07_BurstWindow.settings
V1_TaxiLow_HelsinkiMedium__TP08_HubTarget,V1_TaxiLow_HelsinkiMedium,03_vehicles,TP08,main,mantener,no,no,no,scenarios/corpus_v2/03_vehicles/V1_TaxiLow_HelsinkiMedium__TP08_HubTarget.settings
V1_TaxiLow_HelsinkiMedium__TP09_Bimodal,V1_TaxiLow_HelsinkiMedium,03_vehicles,TP09,stress,mantener,no,no,no,scenarios/corpus_v2/03_vehicles/V1_TaxiLow_HelsinkiMedium__TP09_Bimodal.settings
V1_TaxiLow_HelsinkiMedium__TP10_Storm,V1_TaxiLow_HelsinkiMedium,03_vehicles,TP10,stress,mantener,no,no,no,scenarios/corpus_v2/03_vehicles/V1_TaxiLow_HelsinkiMedium__TP10_Storm.settings
V1_TaxiLow_HelsinkiMedium__TP11_ManyToOne,V1_TaxiLow_HelsinkiMedium,03_vehicles,TP11,stress,mantener,no,no,no,scenarios/corpus_v2/03_vehicles/V1_TaxiLow_HelsinkiMedium__TP11_ManyToOne.settings
V1_TaxiLow_HelsinkiMedium__TP12_GroupToGroup,V1_TaxiLow_HelsinkiMedium,03_vehicles,TP12,control,mantener,no,no,no,scenarios/corpus_v2/03_vehicles/V1_TaxiLow_HelsinkiMedium__TP12_GroupToGroup.settings
V2_TaxiHigh_HelsinkiMedium__TP01_Baseline,V2_TaxiHigh_HelsinkiMedium,03_vehicles,TP01,main,modificar_mapa,recortar_worldSize,no,si_TP04_06,scenarios/corpus_v2/03_vehicles/V2_TaxiHigh_HelsinkiMedium__TP01_Baseline.settings
V2_TaxiHigh_HelsinkiMedium__TP02_LowLoad,V2_TaxiHigh_HelsinkiMedium,03_vehicles,TP02,main,modificar_mapa,recortar_worldSize,no,si_TP04_06,scenarios/corpus_v2/03_vehicles/V2_TaxiHigh_HelsinkiMedium__TP02_LowLoad.settings
V2_TaxiHigh_HelsinkiMedium__TP03_ManySmall,V2_TaxiHigh_HelsinkiMedium,03_vehicles,TP03,main,modificar_mapa,recortar_worldSize,no,si_TP04_06,scenarios/corpus_v2/03_vehicles/V2_TaxiHigh_HelsinkiMedium__TP03_ManySmall.settings
V2_TaxiHigh_HelsinkiMedium__TP04_FewLarge,V2_TaxiHigh_HelsinkiMedium,03_vehicles,TP04,stress,modificar_mapa,recortar_worldSize,no,si_TP04_06,scenarios/corpus_v2/03_vehicles/V2_TaxiHigh_HelsinkiMedium__TP04_FewLarge.settings
V2_TaxiHigh_HelsinkiMedium__TP05_CriticalTTL,V2_TaxiHigh_HelsinkiMedium,03_vehicles,TP05,stress,modificar_mapa,recortar_worldSize,no,si_TP04_06,scenarios/corpus_v2/03_vehicles/V2_TaxiHigh_HelsinkiMedium__TP05_CriticalTTL.settings
V2_TaxiHigh_HelsinkiMedium__TP06_OneToMany,V2_TaxiHigh_HelsinkiMedium,03_vehicles,TP06,stress,modificar_mapa,recortar_worldSize,no,si_TP04_06,scenarios/corpus_v2/03_vehicles/V2_TaxiHigh_HelsinkiMedium__TP06_OneToMany.settings
V2_TaxiHigh_HelsinkiMedium__TP07_BurstWindow,V2_TaxiHigh_HelsinkiMedium,03_vehicles,TP07,main,modificar_mapa,recortar_worldSize,no,si_TP04_06,scenarios/corpus_v2/03_vehicles/V2_TaxiHigh_HelsinkiMedium__TP07_BurstWindow.settings
V2_TaxiHigh_HelsinkiMedium__TP08_HubTarget,V2_TaxiHigh_HelsinkiMedium,03_vehicles,TP08,main,modificar_mapa,recortar_worldSize,no,si_TP04_06,scenarios/corpus_v2/03_vehicles/V2_TaxiHigh_HelsinkiMedium__TP08_HubTarget.settings
V2_TaxiHigh_HelsinkiMedium__TP09_Bimodal,V2_TaxiHigh_HelsinkiMedium,03_vehicles,TP09,stress,modificar_mapa,recortar_worldSize,no,si_TP04_06,scenarios/corpus_v2/03_vehicles/V2_TaxiHigh_HelsinkiMedium__TP09_Bimodal.settings
V2_TaxiHigh_HelsinkiMedium__TP10_Storm,V2_TaxiHigh_HelsinkiMedium,03_vehicles,TP10,stress,modificar_mapa,recortar_worldSize,no,si_TP04_06,scenarios/corpus_v2/03_vehicles/V2_TaxiHigh_HelsinkiMedium__TP10_Storm.settings
V2_TaxiHigh_HelsinkiMedium__TP11_ManyToOne,V2_TaxiHigh_HelsinkiMedium,03_vehicles,TP11,stress,modificar_mapa,recortar_worldSize,no,si_TP04_06,scenarios/corpus_v2/03_vehicles/V2_TaxiHigh_HelsinkiMedium__TP11_ManyToOne.settings
V2_TaxiHigh_HelsinkiMedium__TP12_GroupToGroup,V2_TaxiHigh_HelsinkiMedium,03_vehicles,TP12,control,modificar_mapa,recortar_worldSize,no,si_TP04_06,scenarios/corpus_v2/03_vehicles/V2_TaxiHigh_HelsinkiMedium__TP12_GroupToGroup.settings
V3_BusOnlyCarriers_HelsinkiMedium__TP01_Baseline,V3_BusOnlyCarriers_HelsinkiMedium,03_vehicles,TP01,main,mantener,no,no,no,scenarios/corpus_v2/03_vehicles/V3_BusOnlyCarriers_HelsinkiMedium__TP01_Baseline.settings
V3_BusOnlyCarriers_HelsinkiMedium__TP02_LowLoad,V3_BusOnlyCarriers_HelsinkiMedium,03_vehicles,TP02,main,mantener,no,no,no,scenarios/corpus_v2/03_vehicles/V3_BusOnlyCarriers_HelsinkiMedium__TP02_LowLoad.settings
V3_BusOnlyCarriers_HelsinkiMedium__TP03_ManySmall,V3_BusOnlyCarriers_HelsinkiMedium,03_vehicles,TP03,main,mantener,no,no,no,scenarios/corpus_v2/03_vehicles/V3_BusOnlyCarriers_HelsinkiMedium__TP03_ManySmall.settings
V3_BusOnlyCarriers_HelsinkiMedium__TP04_FewLarge,V3_BusOnlyCarriers_HelsinkiMedium,03_vehicles,TP04,stress,mantener,no,no,no,scenarios/corpus_v2/03_vehicles/V3_BusOnlyCarriers_HelsinkiMedium__TP04_FewLarge.settings
V3_BusOnlyCarriers_HelsinkiMedium__TP05_CriticalTTL,V3_BusOnlyCarriers_HelsinkiMedium,03_vehicles,TP05,stress,mantener,no,no,no,scenarios/corpus_v2/03_vehicles/V3_BusOnlyCarriers_HelsinkiMedium__TP05_CriticalTTL.settings
V3_BusOnlyCarriers_HelsinkiMedium__TP06_OneToMany,V3_BusOnlyCarriers_HelsinkiMedium,03_vehicles,TP06,stress,mantener,no,no,no,scenarios/corpus_v2/03_vehicles/V3_BusOnlyCarriers_HelsinkiMedium__TP06_OneToMany.settings
V3_BusOnlyCarriers_HelsinkiMedium__TP07_BurstWindow,V3_BusOnlyCarriers_HelsinkiMedium,03_vehicles,TP07,main,mantener,no,no,no,scenarios/corpus_v2/03_vehicles/V3_BusOnlyCarriers_HelsinkiMedium__TP07_BurstWindow.settings
V3_BusOnlyCarriers_HelsinkiMedium__TP08_HubTarget,V3_BusOnlyCarriers_HelsinkiMedium,03_vehicles,TP08,main,mantener,no,no,no,scenarios/corpus_v2/03_vehicles/V3_BusOnlyCarriers_HelsinkiMedium__TP08_HubTarget.settings
V3_BusOnlyCarriers_HelsinkiMedium__TP09_Bimodal,V3_BusOnlyCarriers_HelsinkiMedium,03_vehicles,TP09,stress,mantener,no,no,no,scenarios/corpus_v2/03_vehicles/V3_BusOnlyCarriers_HelsinkiMedium__TP09_Bimodal.settings
V3_BusOnlyCarriers_HelsinkiMedium__TP10_Storm,V3_BusOnlyCarriers_HelsinkiMedium,03_vehicles,TP10,stress,mantener,no,no,no,scenarios/corpus_v2/03_vehicles/V3_BusOnlyCarriers_HelsinkiMedium__TP10_Storm.settings
V3_BusOnlyCarriers_HelsinkiMedium__TP11_ManyToOne,V3_BusOnlyCarriers_HelsinkiMedium,03_vehicles,TP11,stress,mantener,no,no,no,scenarios/corpus_v2/03_vehicles/V3_BusOnlyCarriers_HelsinkiMedium__TP11_ManyToOne.settings
V3_BusOnlyCarriers_HelsinkiMedium__TP12_GroupToGroup,V3_BusOnlyCarriers_HelsinkiMedium,03_vehicles,TP12,control,mantener,no,no,no,scenarios/corpus_v2/03_vehicles/V3_BusOnlyCarriers_HelsinkiMedium__TP12_GroupToGroup.settings
V4_CarOwnership_0_HelsinkiMedium__TP01_Baseline,V4_CarOwnership_0_HelsinkiMedium,03_vehicles,TP01,main,modificar_mapa,recortar_worldSize,no,si_TP04_06,scenarios/corpus_v2/03_vehicles/V4_CarOwnership_0_HelsinkiMedium__TP01_Baseline.settings
V4_CarOwnership_0_HelsinkiMedium__TP02_LowLoad,V4_CarOwnership_0_HelsinkiMedium,03_vehicles,TP02,main,modificar_mapa,recortar_worldSize,no,si_TP04_06,scenarios/corpus_v2/03_vehicles/V4_CarOwnership_0_HelsinkiMedium__TP02_LowLoad.settings
V4_CarOwnership_0_HelsinkiMedium__TP03_ManySmall,V4_CarOwnership_0_HelsinkiMedium,03_vehicles,TP03,main,modificar_mapa,recortar_worldSize,no,si_TP04_06,scenarios/corpus_v2/03_vehicles/V4_CarOwnership_0_HelsinkiMedium__TP03_ManySmall.settings
V4_CarOwnership_0_HelsinkiMedium__TP04_FewLarge,V4_CarOwnership_0_HelsinkiMedium,03_vehicles,TP04,stress,modificar_mapa,recortar_worldSize,no,si_TP04_06,scenarios/corpus_v2/03_vehicles/V4_CarOwnership_0_HelsinkiMedium__TP04_FewLarge.settings
V4_CarOwnership_0_HelsinkiMedium__TP05_CriticalTTL,V4_CarOwnership_0_HelsinkiMedium,03_vehicles,TP05,stress,modificar_mapa,recortar_worldSize,no,si_TP04_06,scenarios/corpus_v2/03_vehicles/V4_CarOwnership_0_HelsinkiMedium__TP05_CriticalTTL.settings
V4_CarOwnership_0_HelsinkiMedium__TP06_OneToMany,V4_CarOwnership_0_HelsinkiMedium,03_vehicles,TP06,stress,modificar_mapa,recortar_worldSize,no,si_TP04_06,scenarios/corpus_v2/03_vehicles/V4_CarOwnership_0_HelsinkiMedium__TP06_OneToMany.settings
V4_CarOwnership_0_HelsinkiMedium__TP07_BurstWindow,V4_CarOwnership_0_HelsinkiMedium,03_vehicles,TP07,main,modificar_mapa,recortar_worldSize,no,si_TP04_06,scenarios/corpus_v2/03_vehicles/V4_CarOwnership_0_HelsinkiMedium__TP07_BurstWindow.settings
V4_CarOwnership_0_HelsinkiMedium__TP08_HubTarget,V4_CarOwnership_0_HelsinkiMedium,03_vehicles,TP08,main,modificar_mapa,recortar_worldSize,no,si_TP04_06,scenarios/corpus_v2/03_vehicles/V4_CarOwnership_0_HelsinkiMedium__TP08_HubTarget.settings
V4_CarOwnership_0_HelsinkiMedium__TP09_Bimodal,V4_CarOwnership_0_HelsinkiMedium,03_vehicles,TP09,stress,modificar_mapa,recortar_worldSize,no,si_TP04_06,scenarios/corpus_v2/03_vehicles/V4_CarOwnership_0_HelsinkiMedium__TP09_Bimodal.settings
V4_CarOwnership_0_HelsinkiMedium__TP10_Storm,V4_CarOwnership_0_HelsinkiMedium,03_vehicles,TP10,stress,modificar_mapa,recortar_worldSize,no,si_TP04_06,scenarios/corpus_v2/03_vehicles/V4_CarOwnership_0_HelsinkiMedium__TP10_Storm.settings
V4_CarOwnership_0_HelsinkiMedium__TP11_ManyToOne,V4_CarOwnership_0_HelsinkiMedium,03_vehicles,TP11,stress,modificar_mapa,recortar_worldSize,no,si_TP04_06,scenarios/corpus_v2/03_vehicles/V4_CarOwnership_0_HelsinkiMedium__TP11_ManyToOne.settings
V4_CarOwnership_0_HelsinkiMedium__TP12_GroupToGroup,V4_CarOwnership_0_HelsinkiMedium,03_vehicles,TP12,control,modificar_mapa,recortar_worldSize,no,si_TP04_06,scenarios/corpus_v2/03_vehicles/V4_CarOwnership_0_HelsinkiMedium__TP12_GroupToGroup.settings
V5_CarOwnership_100_HelsinkiMedium__TP01_Baseline,V5_CarOwnership_100_HelsinkiMedium,03_vehicles,TP01,main,mantener,recortar_worldSize,no,no,scenarios/corpus_v2/03_vehicles/V5_CarOwnership_100_HelsinkiMedium__TP01_Baseline.settings
V5_CarOwnership_100_HelsinkiMedium__TP02_LowLoad,V5_CarOwnership_100_HelsinkiMedium,03_vehicles,TP02,main,mantener,recortar_worldSize,no,no,scenarios/corpus_v2/03_vehicles/V5_CarOwnership_100_HelsinkiMedium__TP02_LowLoad.settings
V5_CarOwnership_100_HelsinkiMedium__TP03_ManySmall,V5_CarOwnership_100_HelsinkiMedium,03_vehicles,TP03,main,mantener,recortar_worldSize,no,no,scenarios/corpus_v2/03_vehicles/V5_CarOwnership_100_HelsinkiMedium__TP03_ManySmall.settings
V5_CarOwnership_100_HelsinkiMedium__TP04_FewLarge,V5_CarOwnership_100_HelsinkiMedium,03_vehicles,TP04,stress,mantener,recortar_worldSize,no,no,scenarios/corpus_v2/03_vehicles/V5_CarOwnership_100_HelsinkiMedium__TP04_FewLarge.settings
V5_CarOwnership_100_HelsinkiMedium__TP05_CriticalTTL,V5_CarOwnership_100_HelsinkiMedium,03_vehicles,TP05,stress,mantener,recortar_worldSize,no,no,scenarios/corpus_v2/03_vehicles/V5_CarOwnership_100_HelsinkiMedium__TP05_CriticalTTL.settings
V5_CarOwnership_100_HelsinkiMedium__TP06_OneToMany,V5_CarOwnership_100_HelsinkiMedium,03_vehicles,TP06,stress,mantener,recortar_worldSize,no,no,scenarios/corpus_v2/03_vehicles/V5_CarOwnership_100_HelsinkiMedium__TP06_OneToMany.settings
