map_id,batch_target,source_type,anchor_id,archetype,generator_type,world_size_x,world_size_y,world_area,bbox_width,bbox_height,useful_area,useful_area_ratio,n_nodes,n_edges,total_road_length_m,road_density,avg_edge_length_m,median_edge_length_m,avg_degree,max_degree,dead_end_ratio,intersection_ratio,n_components,largest_component_ratio,bridge_edges_count,bridge_edges_ratio,articulation_points_count,articulation_points_ratio,graph_diameter_approx,avg_shortest_path_approx,circuity_approx,orientation_entropy,gridness_score,corridor_score,radial_score,partition_score,community_score,tree_like_score,supports_map_based,supports_route_movement_candidate,supports_cluster_overlay,supports_wdm_candidate,supports_bus_route_candidate,validation_status,feature_omissions,sampling_seed,validation_status_val,anchor_label,wkt_dir,roads_wkt,metadata_json,preview_png,generation_status
SYN_clustered_communities_haggle_contacts_only_0844,1000,trace_reference_synthetic,haggle_contacts_only,clustered_communities,clustered_communities,663,622,412386.0,612.32,571.31,349828.35,0.8483031629403058,27,94,9600.81,0.0002279417826987,102.1362,52.4827,6.963,10,0.0,1.0,1,1.0,0,0.0,0,0.0,1568.04,564.25,1.3501,4.8272,0.3404,3.2275,0.7675,0.0,0.4681,0.1383,yes,yes,yes,partial,no,PASS,,1465885898,PASS,Haggle (contacts only),batch_1000/wkt/map_0844,batch_1000/wkt/map_0844/roads.wkt,batch_1000/wkt/map_0844/metadata.json,previews/SYN_clustered_communities_haggle_contacts_only_0844.png,OK
SYN_conference_event_compact_infocom_2006_trace_0663,800,trace_reference_synthetic,infocom_2006_trace,conference_event_compact,conference_event_compact,250,72,18000.0,200.0,22.0,4400.0,0.2444444444444444,28,25,466.0,0.0013888888888888,18.64,11.0,1.7857,4,0.6429,0.2857,3,0.4286,25,1.0,10,0.357143,82.0,35.06,1.3825,0.9427,1.0,76.2138,0.7289,1.0,0.92,0.8333,yes,partial,partial,no,no,STRESS,,821035776,STRESS,INFOCOM 2006 contact trace,batch_0800/wkt/map_0663,batch_0800/wkt/map_0663/roads.wkt,batch_0800/wkt/map_0663/metadata.json,previews/SYN_conference_event_compact_infocom_2006_trace_0663.png,OK
SYN_conference_event_compact_infocom_2006_trace_0937,1000,trace_reference_synthetic,infocom_2006_trace,conference_event_compact,conference_event_compact,670,72,48240.0,620.0,22.0,13640.0,0.2827529021558872,70,64,1285.0,0.0013266998341625,20.0781,11.0,1.8286,4,0.6,0.2857,6,0.1714,64,1.0,28,0.4,82.0,62.62,1.3514,0.9544,1.0,572.2882,0.4178,1.0,0.9688,0.8333,yes,partial,partial,no,no,STRESS,,3250092437,STRESS,INFOCOM 2006 contact trace,batch_1000/wkt/map_0937,batch_1000/wkt/map_0937/roads.wkt,batch_1000/wkt/map_0937/metadata.json,previews/SYN_conference_event_compact_infocom_2006_trace_0937.png,OK
SYN_conference_event_compact_infocom_2006_trace_1141,1200,trace_reference_synthetic,infocom_2006_trace,conference_event_compact,conference_event_compact,460,76,34960.0,410.0,25.33,10386.67,0.2971014570938214,56,51,1055.33,0.0014588100686498,20.6928,12.6667,1.8214,4,0.6071,0.2857,5,0.2143,51,1.0,22,0.392857,105.33,67.53,1.3291,0.9526,1.0,172.139,0.4552,1.0,0.9804,0.8333,yes,partial,partial,no,no,STRESS,,3382507919,STRESS,INFOCOM 2006 contact trace,batch_1200/wkt/map_1141,batch_1200/wkt/map_1141/roads.wkt,batch_1200/wkt/map_1141/metadata.json,previews/SYN_conference_event_compact_infocom_2006_trace_1141.png,OK
SYN_conference_event_compact_infocom_event_compact_0040,100,trace_reference_synthetic,infocom_event_compact,conference_event_compact,conference_event_compact,200,72,14400.0,150.0,22.0,3300.0,0.2291666666666666,28,25,416.0,0.0017361111111111,16.64,11.0,1.7857,4,0.6429,0.2857,3,0.4286,25,1.0,10,0.357143,82.0,36.83,1.3345,0.9427,1.0,34.6333,0.5871,1.0,0.92,0.8333,yes,partial,partial,no,no,STRESS,,244020572,STRESS,INFOCOM-style conference event (Info5),batch_0100/wkt/map_0040,batch_0100/wkt/map_0040/roads.wkt,batch_0100/wkt/map_0040/metadata.json,previews/SYN_conference_event_compact_infocom_event_compact_0040.png,OK
SYN_conference_event_compact_infocom_event_compact_0263,400,trace_reference_synthetic,infocom_event_compact,conference_event_compact,conference_event_compact,470,72,33840.0,420.0,22.0,9240.0,0.2730496453900709,70,64,1085.0,0.0018912529550827,16.9531,11.0,1.8286,4,0.6,0.2857,6,0.1714,64,1.0,28,0.4,82.0,52.94,1.307,0.9544,1.0,239.6436,0.4316,1.0,0.9844,0.8333,yes,partial,partial,no,no,STRESS,,761451379,STRESS,INFOCOM-style conference event (Info5),batch_0400/wkt/map_0263,batch_0400/wkt/map_0263/roads.wkt,batch_0400/wkt/map_0263/metadata.json,previews/SYN_conference_event_compact_infocom_event_compact_0263.png,OK
SYN_conference_event_compact_infocom_event_compact_0536,600,trace_reference_synthetic,infocom_event_compact,conference_event_compact,conference_event_compact,440,72,31680.0,390.0,22.0,8580.0,0.2708333333333333,56,51,922.0,0.0016098484848484,18.0784,11.0,1.8214,4,0.6071,0.2857,5,0.2143,51,1.0,22,0.392857,82.0,39.52,1.376,0.9526,1.0,224.0961,0.4748,1.0,0.9804,0.8333,yes,partial,partial,no,no,STRESS,,2514966681,STRESS,INFOCOM-style conference event (Info5),batch_0600/wkt/map_0536,batch_0600/wkt/map_0536/roads.wkt,batch_0600/wkt/map_0536/metadata.json,previews/SYN_conference_event_compact_infocom_event_compact_0536.png,OK
SYN_conference_event_compact_infocom_event_compact_1060,1200,trace_reference_synthetic,infocom_event_compact,conference_event_compact,conference_event_compact,350,76,26600.0,300.0,25.33,7600.0,0.2857142932330826,42,38,784.0,0.0014285714285714,20.6316,12.6667,1.8095,4,0.619,0.2857,4,0.2857,38,1.0,16,0.380952,105.33,47.04,1.3514,0.9495,1.0,95.1523,0.4443,1.0,0.9737,0.8333,yes,partial,partial,no,no,STRESS,,2596512680,STRESS,INFOCOM-style conference event (Info5),batch_1200/wkt/map_1060,batch_1200/wkt/map_1060/roads.wkt,batch_1200/wkt/map_1060/metadata.json,previews/SYN_conference_event_compact_infocom_event_compact_1060.png,OK
SYN_corridor_rollernet_trace_0563,600,trace_reference_synthetic,rollernet_trace,corridor_linear,corridor,3050,250,762500.0,3000.0,200.0,600000.0,0.7868852459016393,29,28,3400.0,3.672131147540984e-05,121.4286,125.0,1.931,3,0.2069,0.1379,1,1.0,28,1.0,23,0.793103,5750.0,981.25,1.0234,0.5917,1.0,610.3842,0.3971,0.0,0.8214,0.6034,yes,yes,no,partial,partial,PASS,,2839912808,PASS,RollerNet contact trace,batch_0600/wkt/map_0563,batch_0600/wkt/map_0563/roads.wkt,batch_0600/wkt/map_0563/metadata.json,previews/SYN_corridor_rollernet_trace_0563.png,OK
SYN_corridor_rollernet_trace_0618,800,trace_reference_synthetic,rollernet_trace,corridor_linear,corridor,3050,850,2592500.0,3000.0,800.0,2400000.0,0.9257473481195756,28,27,4200.0,1.0414657666345229e-05,155.5556,125.0,1.9286,3,0.1786,0.1071,1,1.0,27,1.0,23,0.821429,5800.0,1169.14,1.0695,0.5033,1.0,53.4399,0.4566,0.0,0.8148,0.5893,yes,yes,no,partial,partial,PASS,,3269110790,PASS,RollerNet contact trace,batch_0800/wkt/map_0618,batch_0800/wkt/map_0618/roads.wkt,batch_0800/wkt/map_0618/metadata.json,previews/SYN_corridor_rollernet_trace_0618.png,OK
SYN_corridor_rollernet_trace_0664,800,trace_reference_synthetic,rollernet_trace,corridor_linear,corridor,3050,250,762500.0,3000.0,200.0,600000.0,0.7868852459016393,29,28,3400.0,3.672131147540984e-05,121.4286,125.0,1.931,3,0.2069,0.1379,1,1.0,28,1.0,23,0.793103,5750.0,1309.77,1.0456,0.5917,1.0,679.7104,0.4627,0.0,0.8214,0.6034,yes,yes,no,partial,partial,PASS,,768629745,PASS,RollerNet contact trace,batch_0800/wkt/map_0664,batch_0800/wkt/map_0664/roads.wkt,batch_0800/wkt/map_0664/metadata.json,previews/SYN_corridor_rollernet_trace_0664.png,OK
SYN_corridor_rollernet_trace_0873,1000,trace_reference_synthetic,rollernet_trace,corridor_linear,corridor,4050,150,607500.0,4000.0,100.0,400000.0,0.6584362139917695,35,34,4200.0,5.596707818930041e-05,123.5294,125.0,1.9429,3,0.1143,0.0571,1,1.0,34,1.0,31,0.885714,7750.0,1510.94,1.0029,0.3228,1.0,3180.4018,0.4375,0.0,0.8824,0.5571,yes,yes,no,partial,partial,PASS,,425790873,PASS,RollerNet contact trace,batch_1000/wkt/map_0873,batch_1000/wkt/map_0873/roads.wkt,batch_1000/wkt/map_0873/metadata.json,previews/SYN_corridor_rollernet_trace_0873.png,OK
SYN_corridor_rollernet_trace_0986,1000,trace_reference_synthetic,rollernet_trace,corridor_linear,corridor,4050,150,607500.0,4000.0,100.0,400000.0,0.6584362139917695,37,36,4400.0,5.925925925925926e-05,122.2222,125.0,1.9459,3,0.1622,0.1081,1,1.0,36,1.0,31,0.837838,7750.0,1407.03,1.0538,0.5033,1.0,1920.5561,0.4544,0.0,0.8611,0.5811,yes,yes,no,partial,partial,PASS,,774637749,PASS,RollerNet contact trace,batch_1000/wkt/map_0986,batch_1000/wkt/map_0986/roads.wkt,batch_1000/wkt/map_0986/metadata.json,previews/SYN_corridor_rollernet_trace_0986.png,OK
SYN_corridor_rollernet_trace_1142,1200,trace_reference_synthetic,rollernet_trace,corridor_linear,corridor,4050,850,3442500.0,4000.0,800.0,3200000.0,0.9295570079883806,37,36,5600.0,1.045751633986928e-05,155.5556,125.0,1.9459,3,0.1622,0.1081,1,1.0,36,1.0,31,0.837838,7750.0,1564.06,1.0306,0.5033,1.0,95.1636,0.4547,0.0,0.8333,0.5811,yes,yes,no,partial,partial,PASS,,1095655772,PASS,RollerNet contact trace,batch_1200/wkt/map_1142,batch_1200/wkt/map_1142/roads.wkt,batch_1200/wkt/map_1142/metadata.json,previews/SYN_corridor_rollernet_trace_1142.png,OK
SYN_disrupted_grid_none_0540,600,synthetic,,industrial_disrupted,disrupted_grid,1250,1010,1262500.0,1200.0,960.0,1152000.0,0.9124752475247524,208,368,29440.0,0.0002914851485148,80.0,80.0,3.5385,4,0.0048,0.9423,1,1.0,1,0.002717,1,0.004808,2720.0,752.5,1.2924,1.0,1.0,1.5179,0.6231,0.0,0.8614,0.2826,yes,yes,no,partial,no,PASS,,2137475634,PASS,,batch_0600/wkt/map_0540,batch_0600/wkt/map_0540/roads.wkt,batch_0600/wkt/map_0540/metadata.json,previews/SYN_disrupted_grid_none_0540.png,OK
SYN_grid_none_0568,600,synthetic,,urban_grid,grid,530,370,196100.0,480.0,320.0,153600.0,0.7832738398776135,117,212,8480.0,0.001081081081081,40.0,40.0,3.6239,4,0.0,0.9658,1,1.0,0,0.0,0,0.0,1440.0,281.25,1.2532,0.9997,1.0,2.1,0.61,0.0,0.8208,0.2736,yes,yes,no,yes,no,PASS,,3256905462,PASS,,batch_0600/wkt/map_0568,batch_0600/wkt/map_0568/roads.wkt,batch_0600/wkt/map_0568/metadata.json,previews/SYN_grid_none_0568.png,OK
SYN_grid_none_0642,800,synthetic,,urban_grid,grid,1250,850,1062500.0,1200.0,800.0,960000.0,0.903529411764706,117,212,21200.0,0.0001995294117647,100.0,100.0,3.6239,4,0.0,0.9658,1,1.0,0,0.0,0,0.0,3600.0,767.19,1.248,0.9997,1.0,2.1,0.61,0.0,0.8208,0.2736,yes,yes,no,yes,no,PASS,,2315019489,PASS,,batch_0800/wkt/map_0642,batch_0800/wkt/map_0642/roads.wkt,batch_0800/wkt/map_0642/metadata.json,previews/SYN_grid_none_0642.png,OK
SYN_hub_and_spoke_none_0436,600,synthetic,,hub_and_spoke,hub_and_spoke,650,621,403650.0,599.03,570.72,341875.74,0.8469608326525248,21,40,7852.84,9.909575126966432e-05,196.321,165.0,3.8095,20,0.0,0.5238,1,1.0,0,0.0,0,0.0,600.0,377.18,1.3036,3.1656,0.225,1.0513,0.6289,0.0,0.6,0.25,yes,yes,no,no,no,PASS,,2999122645,PASS,,batch_0600/wkt/map_0436,batch_0600/wkt/map_0436/roads.wkt,batch_0600/wkt/map_0436/metadata.json,previews/SYN_hub_and_spoke_none_0436.png,OK
SYN_hub_and_spoke_none_0489,600,synthetic,,hub_and_spoke,hub_and_spoke,1050,633,664650.0,999.57,582.68,582426.84,0.8762910440113748,42,81,16106.82,0.0001218686526743,198.8496,165.0,3.8571,21,0.0,0.5238,1,1.0,1,0.012346,2,0.047619,1400.0,572.74,1.6745,3.3716,0.284,2.4536,0.5337,0.0,0.9877,0.2531,yes,yes,no,no,no,PASS,,3534162777,PASS,,batch_0600/wkt/map_0489,batch_0600/wkt/map_0489/roads.wkt,batch_0600/wkt/map_0489/metadata.json,previews/SYN_hub_and_spoke_none_0489.png,OK
SYN_hub_and_spoke_none_0806,1000,synthetic,,hub_and_spoke,hub_and_spoke,1450,1018,1476100.0,1399.63,967.6,1354276.13,0.9174690952144876,42,81,26577.57,5.487433100738432e-05,328.1181,275.0,3.8571,21,0.0,0.5238,1,1.0,1,0.012346,2,0.047619,1800.0,909.31,1.8178,3.414,0.284,1.5688,0.5687,0.0,0.9877,0.2531,yes,yes,no,no,no,PASS,,2127475996,PASS,,batch_1000/wkt/map_0806,batch_1000/wkt/map_0806/roads.wkt,batch_1000/wkt/map_0806/metadata.json,previews/SYN_hub_and_spoke_none_0806.png,OK
SYN_hub_and_spoke_none_1016,1200,synthetic,,hub_and_spoke,hub_and_spoke,1450,1397,2025650.0,1399.87,1346.27,1884605.31,0.9303706499768382,21,40,18324.9,1.974674795744576e-05,458.1226,385.0,3.8095,20,0.0,0.5238,1,1.0,0,0.0,0,0.0,1400.0,931.71,1.2761,3.0649,0.275,1.0637,0.6296,0.0,0.6,0.25,yes,yes,no,no,no,PASS,,3347384708,PASS,,batch_1200/wkt/map_1016,batch_1200/wkt/map_1016/roads.wkt,batch_1200/wkt/map_1016/metadata.json,previews/SYN_hub_and_spoke_none_1016.png,OK
SYN_jittered_grid_none_0271,400,synthetic,,dense_urban_irregular,jittered_grid,770,530,408100.0,720.0,480.0,345600.0,0.8468512619456016,117,212,12720.0,0.0005194805194805,60.0,60.0,3.6239,4,0.0,0.9658,1,1.0,0,0.0,0,0.0,2160.0,460.31,1.2646,0.9997,1.0,2.1,0.61,0.0,0.8208,0.2736,yes,yes,partial,yes,no,PASS,,2414188973,PASS,,batch_0400/wkt/map_0271,batch_0400/wkt/map_0271/roads.wkt,batch_0400/wkt/map_0271/metadata.json,previews/SYN_jittered_grid_none_0271.png,OK
SYN_partitioned_bridge_none_0371,400,synthetic,,island_or_partitioned,partitioned_bridge,818,130,106340.0,767.24,79.37,60899.34,0.5726851776356893,45,191,9014.83,0.0017961256347564,47.198,39.0201,8.4889,13,0.0,1.0,1,1.0,0,0.0,0,0.0,1533.22,389.15,1.2218,5.0174,0.356,155.9679,0.3872,0.0,0.7382,0.1152,yes,yes,no,no,no,PASS,,2022630678,PASS,,batch_0400/wkt/map_0371,batch_0400/wkt/map_0371/roads.wkt,batch_0400/wkt/map_0371/metadata.json,previews/SYN_partitioned_bridge_none_0371.png,OK
SYN_partitioned_bridge_none_0813,1000,synthetic,,island_or_partitioned,partitioned_bridge,471,128,60288.0,420.3,77.38,32525.04,0.5394944504354474,50,243,10328.05,0.004030652866242,42.5023,36.468,9.72,15,0.0,1.0,1,1.0,0,0.0,0,0.0,821.53,210.93,1.43,5.0283,0.2963,75.292,0.8792,0.0,0.7037,0.1008,yes,yes,no,no,no,PASS,,1234024999,PASS,,batch_1000/wkt/map_0813,batch_1000/wkt/map_0813/roads.wkt,batch_1000/wkt/map_0813/metadata.json,previews/SYN_partitioned_bridge_none_0813.png,OK
SYN_partitioned_bridge_none_0946,1000,synthetic,,island_or_partitioned,partitioned_bridge,465,130,60450.0,414.48,79.23,32837.09,0.5432107124469766,50,492,21643.95,0.0081389578163771,43.9918,41.1819,19.68,24,0.0,1.0,1,1.0,0,0.0,0,0.0,842.48,275.56,1.0892,5.0976,0.3252,51.9623,0.8749,0.0,0.7663,0.0498,yes,yes,no,no,no,PASS,,3789527490,PASS,,batch_1000/wkt/map_0946,batch_1000/wkt/map_0946/roads.wkt,batch_1000/wkt/map_0946/metadata.json,previews/SYN_partitioned_bridge_none_0946.png,OK
SYN_partitioned_bridge_none_1129,1200,synthetic,,island_or_partitioned,partitioned_bridge,829,130,107770.0,778.48,79.69,62039.97,0.5756701623759729,75,542,25366.07,0.0050292289134267,46.8009,42.8332,14.4533,21,0.0,1.0,1,1.0,0,0.0,0,0.0,1562.84,470.09,1.1308,5.118,0.393,148.7127,0.374,0.0,0.8137,0.0683,yes,yes,no,no,no,PASS,,1913063842,PASS,,batch_1200/wkt/map_1129,batch_1200/wkt/map_1129/roads.wkt,batch_1200/wkt/map_1129/metadata.json,previews/SYN_partitioned_bridge_none_1129.png,OK
SYN_radial_city_none_0222,400,synthetic,,radial_city,radial_city,690,690,476100.0,640.0,640.0,409600.0,0.8603234614576769,33,57,6898.35,0.0001197227473219,121.0236,80.0,3.4545,4,0.0303,0.9697,1,1.0,1,0.017544,1,0.030303,969.83,286.96,1.1642,3.0929,0.2281,1.0,0.5127,0.0,0.6491,0.2892,yes,yes,no,partial,no,PASS,,957355567,PASS,,batch_0400/wkt/map_0222,batch_0400/wkt/map_0222/roads.wkt,batch_0400/wkt/map_0222/metadata.json,previews/SYN_radial_city_none_0222.png,OK
SYN_radial_city_none_0304,400,synthetic,,radial_city,radial_city,1170,1170,1368900.0,1120.0,1120.0,1254400.0,0.9163561984074804,57,105,17635.37,7.670392285776902e-05,167.9559,80.0,3.6842,4,0.0175,0.9825,1,1.0,1,0.009524,1,0.017544,1449.83,502.02,1.1246,3.1486,0.2381,1.0,0.4782,0.0,0.6952,0.2713,yes,yes,no,partial,no,PASS,,707043740,PASS,,batch_0400/wkt/map_0304,batch_0400/wkt/map_0304/roads.wkt,batch_0400/wkt/map_0304/metadata.json,previews/SYN_radial_city_none_0304.png,OK
SYN_radial_city_none_0892,1000,synthetic,,radial_city,radial_city,850,850,722500.0,800.0,800.0,640000.0,0.8858131487889274,81,145,12691.47,0.0002006920415224,87.5274,80.0,3.5802,4,0.0123,0.9877,1,1.0,1,0.006897,1,0.012346,1139.43,365.94,1.123,4.0769,0.3931,1.0,0.5127,0.0,0.7586,0.2793,yes,yes,no,partial,no,PASS,,3167337464,PASS,,batch_1000/wkt/map_0892,batch_1000/wkt/map_0892/roads.wkt,batch_1000/wkt/map_0892/metadata.json,previews/SYN_radial_city_none_0892.png,OK
SYN_sparse_rural_none_0376,400,synthetic,,rural_roads,sparse_rural,1400,1353,1894200.0,1349.86,1302.82,1758620.54,0.9284238929619356,20,36,13244.66,1.90053848590434e-05,367.9072,378.9338,3.6,7,0.05,0.65,1,1.0,1,0.027778,1,0.05,3250.72,1107.4,1.311,4.3848,0.2778,1.334,0.5873,0.0,0.5278,0.2771,yes,yes,no,no,no,PASS,,2202208039,PASS,,batch_0400/wkt/map_0376,batch_0400/wkt/map_0376/roads.wkt,batch_0400/wkt/map_0376/metadata.json,previews/SYN_sparse_rural_none_0376.png,OK
SYN_sparse_rural_none_0840,1000,synthetic,,rural_roads,sparse_rural,4598,4341,19959918.0,4547.23,4290.75,19511044.13,0.9775112368731096,29,62,65947.03,3.1062251858950523e-06,1063.6618,1177.9851,4.2759,10,0.1379,0.6552,1,1.0,7,0.112903,6,0.206897,10495.59,2793.4,1.3744,4.7367,0.3548,2.0729,0.5544,0.0,0.6613,0.257,yes,yes,no,no,no,PASS,,751544431,PASS,,batch_1000/wkt/map_0840,batch_1000/wkt/map_0840/roads.wkt,batch_1000/wkt/map_0840/metadata.json,previews/SYN_sparse_rural_none_0840.png,OK
SYN_sparse_rural_none_1133,1200,synthetic,,rural_roads,sparse_rural,3622,3707,13426754.0,3571.22,3656.01,13056426.72,0.9724187041000176,38,73,48700.2,5.436906045943792e-06,667.126,713.5701,3.8421,8,0.0263,0.7632,1,1.0,1,0.013699,3,0.078947,9793.32,3111.2,1.3437,4.7565,0.3699,1.3206,0.6694,0.0,0.7123,0.2601,yes,yes,no,no,no,PASS,,275399934,PASS,,batch_1200/wkt/map_1133,batch_1200/wkt/map_1133/roads.wkt,batch_1200/wkt/map_1133/metadata.json,previews/SYN_sparse_rural_none_1133.png,OK
SYN_tree_trails_none_0395,400,synthetic,,sparse_trails,tree_trails,947,947,896809.0,896.23,896.23,803229.12,0.8956523891597186,138,221,43560.0,0.0002464292842734,120.0,120.0,3.2029,9,0.2681,0.5507,1,1.0,37,0.167421,30,0.217391,1920.0,669.37,1.9073,3.4887,0.4022,4.2281,0.5583,0.0,0.8145,0.3931,yes,yes,no,no,no,PASS,,2052939299,PASS,,batch_0400/wkt/map_0395,batch_0400/wkt/map_0395/roads.wkt,batch_0400/wkt/map_0395/metadata.json,previews/SYN_tree_trails_none_0395.png,OK
SYN_tree_trails_none_0470,600,synthetic,,sparse_trails,tree_trails,1158,1158,1340964.0,1107.35,1107.35,1226217.78,0.9144300529196466,27,29,6000.0,2.1626233068150973e-05,200.0,200.0,2.1481,5,0.4074,0.4815,1,1.0,13,0.448276,9,0.333333,2000.0,850.0,1.7651,3.0942,0.1333,3.3018,0.5677,0.0,0.7931,0.6309,yes,yes,no,no,no,PASS,,2663704900,PASS,,batch_0600/wkt/map_0470,batch_0600/wkt/map_0470/roads.wkt,batch_0600/wkt/map_0470/metadata.json,previews/SYN_tree_trails_none_0470.png,OK
SYN_tree_trails_none_1005,1200,synthetic,,sparse_trails,tree_trails,657,687,451359.0,606.43,636.62,386062.72,0.8553340455177103,63,62,5068.79,0.0001373629416938,81.7547,83.2367,1.9683,3,0.5079,0.4762,1,1.0,62,1.0,31,0.492063,1024.41,511.86,2.9566,3.9168,0.4032,3.4306,0.5302,0.0,0.871,0.754,yes,yes,no,no,no,PASS,,2903936591,PASS,,batch_1200/wkt/map_1005,batch_1200/wkt/map_1005/roads.wkt,batch_1200/wkt/map_1005/metadata.json,previews/SYN_tree_trails_none_1005.png,OK
SYN_tree_trails_none_1182,1200,synthetic,,sparse_trails,tree_trails,721,729,525609.0,670.87,678.16,454957.93,0.8655824507232998,121,120,14412.26,0.0002283065929236,120.1022,119.8686,1.9835,4,0.6694,0.3306,1,1.0,120,1.0,40,0.330579,1236.61,798.47,4.671,3.6759,0.2917,3.861,0.5023,0.0,0.9333,0.8347,yes,yes,no,no,no,PASS,,2103544479,PASS,,batch_1200/wkt/map_1182,batch_1200/wkt/map_1182/roads.wkt,batch_1200/wkt/map_1182/metadata.json,previews/SYN_tree_trails_none_1182.png,OK
