map_id,batch_target,source_type,anchor_id,archetype,generator_type,world_size_x,world_size_y,world_area,bbox_width,bbox_height,useful_area,useful_area_ratio,n_nodes,n_edges,total_road_length_m,road_density,avg_edge_length_m,median_edge_length_m,avg_degree,max_degree,dead_end_ratio,intersection_ratio,n_components,largest_component_ratio,bridge_edges_count,bridge_edges_ratio,articulation_points_count,articulation_points_ratio,graph_diameter_approx,avg_shortest_path_approx,circuity_approx,orientation_entropy,gridness_score,corridor_score,radial_score,partition_score,community_score,tree_like_score,supports_map_based,supports_route_movement_candidate,supports_cluster_overlay,supports_wdm_candidate,supports_bus_route_candidate,validation_status,feature_omissions,sampling_seed,validation_status_val,anchor_label,wkt_dir,roads_wkt,metadata_json,preview_png,generation_status
OSM_helsinki_archipelago_offset_s_1000m_1000m_0984,1000,osm,helsinki_archipelago,island_or_partitioned,,684,891,609444.0,633.03,840.39,531988.79,0.8729084080563518,1634,1857,37347.33,0.0030470395967471,12.6173,6.1477,2.2729,6,0.0441,0.2271,1,1.0,171,0.092084,168,0.102815,2532.19,620.06,2.1344,4.9152,0.2709,3.3867,0.5532,0.0,0.9063,0.4591,yes,yes,no,no,no,PASS,,3653694653,PASS,Helsinki archipelago partitioned,batch_1000/wkt/map_0984,batch_1000/wkt/map_0984/roads.wkt,batch_1000/wkt/map_0984/metadata.json,previews/OSM_helsinki_archipelago_offset_s_1000m_1000m_0984.png,OK
OSM_helsinki_archipelago_offset_s_1000m_1000m_1096,1200,osm,helsinki_archipelago,island_or_partitioned,,684,891,609444.0,633.03,840.39,531988.79,0.8729084080563518,1634,1857,37347.33,0.0030470395967471,12.6173,6.1477,2.2729,6,0.0441,0.2271,1,1.0,171,0.092084,168,0.102815,2532.19,626.44,2.4267,4.9152,0.2709,3.3867,0.5532,0.0,0.9063,0.4591,yes,yes,no,no,no,PASS,,2842664229,PASS,Helsinki archipelago partitioned,batch_1200/wkt/map_1096,batch_1200/wkt/map_1096/roads.wkt,batch_1200/wkt/map_1096/metadata.json,previews/OSM_helsinki_archipelago_offset_s_1000m_1000m_1096.png,OK
OSM_helsinki_archipelago_offset_s_1000m_1500m_0085,100,osm,helsinki_archipelago,island_or_partitioned,,395,392,154840.0,344.39,341.79,117710.87,0.7602096712309915,342,381,7540.96,0.0024606044949625,15.4845,6.2218,2.2281,6,0.0409,0.1901,1,1.0,31,0.081365,32,0.093567,1426.69,347.88,2.8385,4.7685,0.1828,4.9731,0.3853,0.0,0.8793,0.4658,yes,yes,no,no,no,PASS,,2299832837,PASS,Helsinki archipelago partitioned,batch_0100/wkt/map_0085,batch_0100/wkt/map_0085/roads.wkt,batch_0100/wkt/map_0085/metadata.json,previews/OSM_helsinki_archipelago_offset_s_1000m_1500m_0085.png,OK
OSM_helsinki_archipelago_offset_s_1000m_1500m_0193,200,osm,helsinki_archipelago,island_or_partitioned,,395,392,154840.0,344.39,341.79,117710.87,0.7602096712309915,342,381,7540.96,0.0024606044949625,15.4845,6.2218,2.2281,6,0.0409,0.1901,1,1.0,31,0.081365,32,0.093567,1426.69,332.32,3.5817,4.7685,0.1828,4.9731,0.3853,0.0,0.8793,0.4658,yes,yes,no,no,no,PASS,,4132468827,PASS,Helsinki archipelago partitioned,batch_0200/wkt/map_0193,batch_0200/wkt/map_0193/roads.wkt,batch_0200/wkt/map_0193/metadata.json,previews/OSM_helsinki_archipelago_offset_s_1000m_1500m_0193.png,SKIPPED_EXISTING_OK
OSM_helsinki_archipelago_offset_s_1000m_1500m_0309,400,osm,helsinki_archipelago,island_or_partitioned,,395,392,154840.0,344.39,341.79,117710.87,0.7602096712309915,342,381,7540.96,0.0024606044949625,15.4845,6.2218,2.2281,6,0.0409,0.1901,1,1.0,31,0.081365,32,0.093567,1426.69,251.46,3.1555,4.7685,0.1828,4.9731,0.3853,0.0,0.8793,0.4658,yes,yes,no,no,no,PASS,,3938456774,PASS,Helsinki archipelago partitioned,batch_0400/wkt/map_0309,batch_0400/wkt/map_0309/roads.wkt,batch_0400/wkt/map_0309/metadata.json,previews/OSM_helsinki_archipelago_offset_s_1000m_1500m_0309.png,OK
OSM_helsinki_archipelago_offset_s_1000m_1500m_0426,600,osm,helsinki_archipelago,island_or_partitioned,,395,392,154840.0,344.39,341.79,117710.87,0.7602096712309915,342,381,7540.96,0.0024606044949625,15.4845,6.2218,2.2281,6,0.0409,0.1901,1,1.0,31,0.081365,32,0.093567,1426.69,248.78,2.7786,4.7685,0.1828,4.9731,0.3853,0.0,0.8793,0.4658,yes,yes,no,no,no,PASS,,712473886,PASS,Helsinki archipelago partitioned,batch_0600/wkt/map_0426,batch_0600/wkt/map_0426/roads.wkt,batch_0600/wkt/map_0426/metadata.json,previews/OSM_helsinki_archipelago_offset_s_1000m_1500m_0426.png,OK
OSM_helsinki_archipelago_offset_s_1000m_1500m_0538,600,osm,helsinki_archipelago,island_or_partitioned,,395,392,154840.0,344.39,341.79,117710.87,0.7602096712309915,342,381,7540.96,0.0024606044949625,15.4845,6.2218,2.2281,6,0.0409,0.1901,1,1.0,31,0.081365,32,0.093567,1426.69,287.83,2.7889,4.7685,0.1828,4.9731,0.3853,0.0,0.8793,0.4658,yes,yes,no,no,no,PASS,,3975278974,PASS,Helsinki archipelago partitioned,batch_0600/wkt/map_0538,batch_0600/wkt/map_0538/roads.wkt,batch_0600/wkt/map_0538/metadata.json,previews/OSM_helsinki_archipelago_offset_s_1000m_1500m_0538.png,OK
OSM_helsinki_archipelago_offset_s_1000m_1500m_0661,800,osm,helsinki_archipelago,island_or_partitioned,,395,392,154840.0,344.39,341.79,117710.87,0.7602096712309915,342,381,7540.96,0.0024606044949625,15.4845,6.2218,2.2281,6,0.0409,0.1901,1,1.0,31,0.081365,32,0.093567,1426.69,324.97,2.6434,4.7685,0.1828,4.9731,0.3853,0.0,0.8793,0.4658,yes,yes,no,no,no,PASS,,814517117,PASS,Helsinki archipelago partitioned,batch_0800/wkt/map_0661,batch_0800/wkt/map_0661/roads.wkt,batch_0800/wkt/map_0661/metadata.json,previews/OSM_helsinki_archipelago_offset_s_1000m_1500m_0661.png,OK
OSM_helsinki_archipelago_offset_s_1000m_1500m_0776,800,osm,helsinki_archipelago,island_or_partitioned,,395,392,154840.0,344.39,341.79,117710.87,0.7602096712309915,342,381,7540.96,0.0024606044949625,15.4845,6.2218,2.2281,6,0.0409,0.1901,1,1.0,31,0.081365,32,0.093567,1426.69,380.86,2.9663,4.7685,0.1828,4.9731,0.3853,0.0,0.8793,0.4658,yes,yes,no,no,no,PASS,,918803140,PASS,Helsinki archipelago partitioned,batch_0800/wkt/map_0776,batch_0800/wkt/map_0776/roads.wkt,batch_0800/wkt/map_0776/metadata.json,previews/OSM_helsinki_archipelago_offset_s_1000m_1500m_0776.png,OK
OSM_helsinki_archipelago_offset_s_1000m_1500m_0897,1000,osm,helsinki_archipelago,island_or_partitioned,,395,392,154840.0,344.39,341.79,117710.87,0.7602096712309915,342,381,7540.96,0.0024606044949625,15.4845,6.2218,2.2281,6,0.0409,0.1901,1,1.0,31,0.081365,32,0.093567,1426.69,277.75,2.5816,4.7685,0.1828,4.9731,0.3853,0.0,0.8793,0.4658,yes,yes,no,no,no,PASS,,2503031172,PASS,Helsinki archipelago partitioned,batch_1000/wkt/map_0897,batch_1000/wkt/map_0897/roads.wkt,batch_1000/wkt/map_0897/metadata.json,previews/OSM_helsinki_archipelago_offset_s_1000m_1500m_0897.png,OK
OSM_helsinki_archipelago_offset_s_1000m_1500m_1010,1200,osm,helsinki_archipelago,island_or_partitioned,,395,392,154840.0,344.39,341.79,117710.87,0.7602096712309915,342,381,7540.96,0.0024606044949625,15.4845,6.2218,2.2281,6,0.0409,0.1901,1,1.0,31,0.081365,32,0.093567,1426.69,311.11,2.8012,4.7685,0.1828,4.9731,0.3853,0.0,0.8793,0.4658,yes,yes,no,no,no,PASS,,2346572070,PASS,Helsinki archipelago partitioned,batch_1200/wkt/map_1010,batch_1200/wkt/map_1010/roads.wkt,batch_1200/wkt/map_1010/metadata.json,previews/OSM_helsinki_archipelago_offset_s_1000m_1500m_1010.png,OK
OSM_helsinki_archipelago_offset_s_1000m_1500m_1130,1200,osm,helsinki_archipelago,island_or_partitioned,,395,392,154840.0,344.39,341.79,117710.87,0.7602096712309915,342,381,7540.96,0.0024606044949625,15.4845,6.2218,2.2281,6,0.0409,0.1901,1,1.0,31,0.081365,32,0.093567,1426.69,320.67,2.4107,4.7685,0.1828,4.9731,0.3853,0.0,0.8793,0.4658,yes,yes,no,no,no,PASS,,4192243965,PASS,Helsinki archipelago partitioned,batch_1200/wkt/map_1130,batch_1200/wkt/map_1130/roads.wkt,batch_1200/wkt/map_1130/metadata.json,previews/OSM_helsinki_archipelago_offset_s_1000m_1500m_1130.png,OK
OSM_helsinki_archipelago_offset_s_1000m_200m_0003,100,osm,helsinki_archipelago,island_or_partitioned,,1068,1056,1127808.0,1017.11,1005.3,1022504.41,0.9066298628238106,4656,5333,95249.19,0.0047286417546249,9.6095,5.659,2.2908,6,0.1454,0.3477,1,1.0,1054,0.197637,949,0.203823,2794.89,521.88,1.3091,4.5682,0.4154,1.6845,0.562,0.0,0.9297,0.4999,yes,yes,no,no,no,PASS,,3094859642,PASS,Helsinki archipelago partitioned,batch_0100/wkt/map_0003,batch_0100/wkt/map_0003/roads.wkt,batch_0100/wkt/map_0003/metadata.json,previews/OSM_helsinki_archipelago_offset_s_1000m_200m_0003.png,OK
OSM_helsinki_archipelago_offset_s_1000m_200m_0114,200,osm,helsinki_archipelago,island_or_partitioned,,1068,1056,1127808.0,1017.11,1005.3,1022504.41,0.9066298628238106,4656,5333,95249.19,0.0047286417546249,9.6095,5.659,2.2908,6,0.1454,0.3477,1,1.0,1054,0.197637,949,0.203823,2794.89,546.74,1.3749,4.5682,0.4154,1.6845,0.562,0.0,0.9297,0.4999,yes,yes,no,no,no,PASS,,914484735,PASS,Helsinki archipelago partitioned,batch_0200/wkt/map_0114,batch_0200/wkt/map_0114/roads.wkt,batch_0200/wkt/map_0114/metadata.json,previews/OSM_helsinki_archipelago_offset_s_1000m_200m_0114.png,OK
OSM_helsinki_archipelago_offset_s_1000m_200m_0224,400,osm,helsinki_archipelago,island_or_partitioned,,1068,1056,1127808.0,1017.11,1005.3,1022504.41,0.9066298628238106,4656,5333,95249.19,0.0047286417546249,9.6095,5.659,2.2908,6,0.1454,0.3477,1,1.0,1054,0.197637,949,0.203823,2794.89,536.98,1.4079,4.5682,0.4154,1.6845,0.562,0.0,0.9297,0.4999,yes,yes,no,no,no,PASS,,2532422972,PASS,Helsinki archipelago partitioned,batch_0400/wkt/map_0224,batch_0400/wkt/map_0224/roads.wkt,batch_0400/wkt/map_0224/metadata.json,previews/OSM_helsinki_archipelago_offset_s_1000m_200m_0224.png,SKIPPED_EXISTING_OK
OSM_helsinki_archipelago_offset_s_1000m_200m_0331,400,osm,helsinki_archipelago,island_or_partitioned,,1068,1056,1127808.0,1017.11,1005.3,1022504.41,0.9066298628238106,4656,5333,95249.19,0.0047286417546249,9.6095,5.659,2.2908,6,0.1454,0.3477,1,1.0,1054,0.197637,949,0.203823,2794.89,532.7,1.3577,4.5682,0.4154,1.6845,0.562,0.0,0.9297,0.4999,yes,yes,no,no,no,PASS,,2952374774,PASS,Helsinki archipelago partitioned,batch_0400/wkt/map_0331,batch_0400/wkt/map_0331/roads.wkt,batch_0400/wkt/map_0331/metadata.json,previews/OSM_helsinki_archipelago_offset_s_1000m_200m_0331.png,OK
OSM_helsinki_archipelago_offset_s_1000m_200m_0454,600,osm,helsinki_archipelago,island_or_partitioned,,1068,1056,1127808.0,1017.11,1005.3,1022504.41,0.9066298628238106,4656,5333,95249.19,0.0047286417546249,9.6095,5.659,2.2908,6,0.1454,0.3477,1,1.0,1054,0.197637,949,0.203823,2794.89,578.05,1.3668,4.5682,0.4154,1.6845,0.562,0.0,0.9297,0.4999,yes,yes,no,no,no,PASS,,867823942,PASS,Helsinki archipelago partitioned,batch_0600/wkt/map_0454,batch_0600/wkt/map_0454/roads.wkt,batch_0600/wkt/map_0454/metadata.json,previews/OSM_helsinki_archipelago_offset_s_1000m_200m_0454.png,OK
OSM_helsinki_archipelago_offset_s_1000m_200m_0572,600,osm,helsinki_archipelago,island_or_partitioned,,1068,1056,1127808.0,1017.11,1005.3,1022504.41,0.9066298628238106,4656,5333,95249.19,0.0047286417546249,9.6095,5.659,2.2908,6,0.1454,0.3477,1,1.0,1054,0.197637,949,0.203823,2794.89,635.33,1.3798,4.5682,0.4154,1.6845,0.562,0.0,0.9297,0.4999,yes,yes,no,no,no,PASS,,1721918992,PASS,Helsinki archipelago partitioned,batch_0600/wkt/map_0572,batch_0600/wkt/map_0572/roads.wkt,batch_0600/wkt/map_0572/metadata.json,previews/OSM_helsinki_archipelago_offset_s_1000m_200m_0572.png,OK
OSM_helsinki_archipelago_offset_s_1000m_200m_0689,800,osm,helsinki_archipelago,island_or_partitioned,,1068,1056,1127808.0,1017.11,1005.3,1022504.41,0.9066298628238106,4656,5333,95249.19,0.0047286417546249,9.6095,5.659,2.2908,6,0.1454,0.3477,1,1.0,1054,0.197637,949,0.203823,2794.89,597.47,1.4115,4.5682,0.4154,1.6845,0.562,0.0,0.9297,0.4999,yes,yes,no,no,no,PASS,,3924449666,PASS,Helsinki archipelago partitioned,batch_0800/wkt/map_0689,batch_0800/wkt/map_0689/roads.wkt,batch_0800/wkt/map_0689/metadata.json,previews/OSM_helsinki_archipelago_offset_s_1000m_200m_0689.png,OK
OSM_helsinki_archipelago_offset_s_1000m_200m_0807,1000,osm,helsinki_archipelago,island_or_partitioned,,1068,1056,1127808.0,1017.11,1005.3,1022504.41,0.9066298628238106,4656,5333,95249.19,0.0047286417546249,9.6095,5.659,2.2908,6,0.1454,0.3477,1,1.0,1054,0.197637,949,0.203823,2794.89,544.3,1.3916,4.5682,0.4154,1.6845,0.562,0.0,0.9297,0.4999,yes,yes,no,no,no,PASS,,4043252784,PASS,Helsinki archipelago partitioned,batch_1000/wkt/map_0807,batch_1000/wkt/map_0807/roads.wkt,batch_1000/wkt/map_0807/metadata.json,previews/OSM_helsinki_archipelago_offset_s_1000m_200m_0807.png,OK
OSM_helsinki_archipelago_offset_s_1000m_200m_0920,1000,osm,helsinki_archipelago,island_or_partitioned,,1068,1056,1127808.0,1017.11,1005.3,1022504.41,0.9066298628238106,4656,5333,95249.19,0.0047286417546249,9.6095,5.659,2.2908,6,0.1454,0.3477,1,1.0,1054,0.197637,949,0.203823,2794.89,596.54,1.3734,4.5682,0.4154,1.6845,0.562,0.0,0.9297,0.4999,yes,yes,no,no,no,PASS,,3823173425,PASS,Helsinki archipelago partitioned,batch_1000/wkt/map_0920,batch_1000/wkt/map_0920/roads.wkt,batch_1000/wkt/map_0920/metadata.json,previews/OSM_helsinki_archipelago_offset_s_1000m_200m_0920.png,OK
OSM_helsinki_archipelago_offset_s_1000m_200m_1037,1200,osm,helsinki_archipelago,island_or_partitioned,,1068,1056,1127808.0,1017.11,1005.3,1022504.41,0.9066298628238106,4656,5333,95249.19,0.0047286417546249,9.6095,5.659,2.2908,6,0.1454,0.3477,1,1.0,1054,0.197637,949,0.203823,2794.89,594.4,1.4183,4.5682,0.4154,1.6845,0.562,0.0,0.9297,0.4999,yes,yes,no,no,no,PASS,,3716877809,PASS,Helsinki archipelago partitioned,batch_1200/wkt/map_1037,batch_1200/wkt/map_1037/roads.wkt,batch_1200/wkt/map_1037/metadata.json,previews/OSM_helsinki_archipelago_offset_s_1000m_200m_1037.png,OK
OSM_helsinki_archipelago_offset_s_1000m_200m_1160,1200,osm,helsinki_archipelago,island_or_partitioned,,1068,1056,1127808.0,1017.11,1005.3,1022504.41,0.9066298628238106,4656,5333,95249.19,0.0047286417546249,9.6095,5.659,2.2908,6,0.1454,0.3477,1,1.0,1054,0.197637,949,0.203823,2794.89,575.26,1.3711,4.5682,0.4154,1.6845,0.562,0.0,0.9297,0.4999,yes,yes,no,no,no,PASS,,1295459092,PASS,Helsinki archipelago partitioned,batch_1200/wkt/map_1160,batch_1200/wkt/map_1160/roads.wkt,batch_1200/wkt/map_1160/metadata.json,previews/OSM_helsinki_archipelago_offset_s_1000m_200m_1160.png,OK
OSM_helsinki_archipelago_offset_s_1000m_500m_0030,100,osm,helsinki_archipelago,island_or_partitioned,,750,1047,785250.0,699.02,996.98,696904.89,0.8874942862669752,3230,3659,65762.16,0.0046596625278573,9.9761,5.8026,2.2656,6,0.1319,0.3118,1,1.0,756,0.206614,673,0.208359,2630.78,492.2,1.4041,4.8807,0.3478,2.1854,0.6102,0.0,0.9248,0.4994,yes,yes,no,no,no,PASS,,1035817884,PASS,Helsinki archipelago partitioned,batch_0100/wkt/map_0030,batch_0100/wkt/map_0030/roads.wkt,batch_0100/wkt/map_0030/metadata.json,previews/OSM_helsinki_archipelago_offset_s_1000m_500m_0030.png,OK
OSM_helsinki_archipelago_offset_s_1000m_500m_0141,200,osm,helsinki_archipelago,island_or_partitioned,,750,1047,785250.0,699.02,996.98,696904.89,0.8874942862669752,3230,3659,65762.16,0.0046596625278573,9.9761,5.8026,2.2656,6,0.1319,0.3118,1,1.0,756,0.206614,673,0.208359,2630.78,499.98,1.4417,4.8807,0.3478,2.1854,0.6102,0.0,0.9248,0.4994,yes,yes,no,no,no,PASS,,1532981879,PASS,Helsinki archipelago partitioned,batch_0200/wkt/map_0141,batch_0200/wkt/map_0141/roads.wkt,batch_0200/wkt/map_0141/metadata.json,previews/OSM_helsinki_archipelago_offset_s_1000m_500m_0141.png,OK
OSM_helsinki_archipelago_offset_s_1000m_500m_0252,400,osm,helsinki_archipelago,island_or_partitioned,,750,1047,785250.0,699.02,996.98,696904.89,0.8874942862669752,3230,3659,65762.16,0.0046596625278573,9.9761,5.8026,2.2656,6,0.1319,0.3118,1,1.0,756,0.206614,673,0.208359,2630.78,581.19,1.3896,4.8807,0.3478,2.1854,0.6102,0.0,0.9248,0.4994,yes,yes,no,no,no,PASS,,887024579,PASS,Helsinki archipelago partitioned,batch_0400/wkt/map_0252,batch_0400/wkt/map_0252/roads.wkt,batch_0400/wkt/map_0252/metadata.json,previews/OSM_helsinki_archipelago_offset_s_1000m_500m_0252.png,SKIPPED_EXISTING_OK
OSM_helsinki_archipelago_offset_s_1000m_500m_0357,400,osm,helsinki_archipelago,island_or_partitioned,,750,1047,785250.0,699.02,996.98,696904.89,0.8874942862669752,3230,3659,65762.16,0.0046596625278573,9.9761,5.8026,2.2656,6,0.1319,0.3118,1,1.0,756,0.206614,673,0.208359,2630.78,554.66,1.3781,4.8807,0.3478,2.1854,0.6102,0.0,0.9248,0.4994,yes,yes,no,no,no,PASS,,2500964122,PASS,Helsinki archipelago partitioned,batch_0400/wkt/map_0357,batch_0400/wkt/map_0357/roads.wkt,batch_0400/wkt/map_0357/metadata.json,previews/OSM_helsinki_archipelago_offset_s_1000m_500m_0357.png,OK
OSM_helsinki_archipelago_offset_s_1000m_500m_0484,600,osm,helsinki_archipelago,island_or_partitioned,,750,1047,785250.0,699.02,996.98,696904.89,0.8874942862669752,3230,3659,65762.16,0.0046596625278573,9.9761,5.8026,2.2656,6,0.1319,0.3118,1,1.0,756,0.206614,673,0.208359,2630.78,518.19,1.4445,4.8807,0.3478,2.1854,0.6102,0.0,0.9248,0.4994,yes,yes,no,no,no,PASS,,2591813079,PASS,Helsinki archipelago partitioned,batch_0600/wkt/map_0484,batch_0600/wkt/map_0484/roads.wkt,batch_0600/wkt/map_0484/metadata.json,previews/OSM_helsinki_archipelago_offset_s_1000m_500m_0484.png,OK
OSM_helsinki_archipelago_offset_s_1000m_500m_0601,800,osm,helsinki_archipelago,island_or_partitioned,,750,1047,785250.0,699.02,996.98,696904.89,0.8874942862669752,3230,3659,65762.16,0.0046596625278573,9.9761,5.8026,2.2656,6,0.1319,0.3118,1,1.0,756,0.206614,673,0.208359,2630.78,550.93,1.4309,4.8807,0.3478,2.1854,0.6102,0.0,0.9248,0.4994,yes,yes,no,no,no,PASS,,3929683112,PASS,Helsinki archipelago partitioned,batch_0800/wkt/map_0601,batch_0800/wkt/map_0601/roads.wkt,batch_0800/wkt/map_0601/metadata.json,previews/OSM_helsinki_archipelago_offset_s_1000m_500m_0601.png,OK
OSM_helsinki_archipelago_offset_s_1000m_500m_0714,800,osm,helsinki_archipelago,island_or_partitioned,,750,1047,785250.0,699.02,996.98,696904.89,0.8874942862669752,3230,3659,65762.16,0.0046596625278573,9.9761,5.8026,2.2656,6,0.1319,0.3118,1,1.0,756,0.206614,673,0.208359,2630.78,594.9,1.3658,4.8807,0.3478,2.1854,0.6102,0.0,0.9248,0.4994,yes,yes,no,no,no,PASS,,852363665,PASS,Helsinki archipelago partitioned,batch_0800/wkt/map_0714,batch_0800/wkt/map_0714/roads.wkt,batch_0800/wkt/map_0714/metadata.json,previews/OSM_helsinki_archipelago_offset_s_1000m_500m_0714.png,OK
OSM_helsinki_archipelago_offset_s_1000m_500m_0837,1000,osm,helsinki_archipelago,island_or_partitioned,,750,1047,785250.0,699.02,996.98,696904.89,0.8874942862669752,3230,3659,65762.16,0.0046596625278573,9.9761,5.8026,2.2656,6,0.1319,0.3118,1,1.0,756,0.206614,673,0.208359,2630.78,586.74,1.3582,4.8807,0.3478,2.1854,0.6102,0.0,0.9248,0.4994,yes,yes,no,no,no,PASS,,3220731183,PASS,Helsinki archipelago partitioned,batch_1000/wkt/map_0837,batch_1000/wkt/map_0837/roads.wkt,batch_1000/wkt/map_0837/metadata.json,previews/OSM_helsinki_archipelago_offset_s_1000m_500m_0837.png,OK
OSM_helsinki_archipelago_offset_s_1000m_500m_0953,1000,osm,helsinki_archipelago,island_or_partitioned,,750,1047,785250.0,699.02,996.98,696904.89,0.8874942862669752,3230,3659,65762.16,0.0046596625278573,9.9761,5.8026,2.2656,6,0.1319,0.3118,1,1.0,756,0.206614,673,0.208359,2630.78,571.4,1.4091,4.8807,0.3478,2.1854,0.6102,0.0,0.9248,0.4994,yes,yes,no,no,no,PASS,,2889052217,PASS,Helsinki archipelago partitioned,batch_1000/wkt/map_0953,batch_1000/wkt/map_0953/roads.wkt,batch_1000/wkt/map_0953/metadata.json,previews/OSM_helsinki_archipelago_offset_s_1000m_500m_0953.png,OK
OSM_helsinki_archipelago_offset_s_1000m_500m_1071,1200,osm,helsinki_archipelago,island_or_partitioned,,750,1047,785250.0,699.02,996.98,696904.89,0.8874942862669752,3230,3659,65762.16,0.0046596625278573,9.9761,5.8026,2.2656,6,0.1319,0.3118,1,1.0,756,0.206614,673,0.208359,2630.78,535.2,1.4406,4.8807,0.3478,2.1854,0.6102,0.0,0.9248,0.4994,yes,yes,no,no,no,PASS,,1458857843,PASS,Helsinki archipelago partitioned,batch_1200/wkt/map_1071,batch_1200/wkt/map_1071/roads.wkt,batch_1200/wkt/map_1071/metadata.json,previews/OSM_helsinki_archipelago_offset_s_1000m_500m_1071.png,OK
OSM_helsinki_archipelago_offset_s_1000m_500m_1194,1200,osm,helsinki_archipelago,island_or_partitioned,,750,1047,785250.0,699.02,996.98,696904.89,0.8874942862669752,3230,3659,65762.16,0.0046596625278573,9.9761,5.8026,2.2656,6,0.1319,0.3118,1,1.0,756,0.206614,673,0.208359,2630.78,498.57,1.5376,4.8807,0.3478,2.1854,0.6102,0.0,0.9248,0.4994,yes,yes,no,no,no,PASS,,2501761724,PASS,Helsinki archipelago partitioned,batch_1200/wkt/map_1194,batch_1200/wkt/map_1194/roads.wkt,batch_1200/wkt/map_1194/metadata.json,previews/OSM_helsinki_archipelago_offset_s_1000m_500m_1194.png,OK
OSM_helsinki_disrupted_offset_w_1000m_1000m_0057,100,osm,helsinki_disrupted,industrial_disrupted,,1087,1065,1157655.0,1036.34,1014.5,1051362.51,0.9081829317497866,5613,6585,126548.76,0.0056882231752983,10.3839,6.0492,2.3463,5,0.1295,0.3645,1,1.0,1257,0.190888,1171,0.208623,1949.27,604.09,1.4158,4.964,0.3323,1.3585,0.5382,0.0,0.9283,0.4813,yes,yes,no,partial,no,PASS,,1418652860,PASS,Helsinki Kalasatama / Disrupted,batch_0100/wkt/map_0057,batch_0100/wkt/map_0057/roads.wkt,batch_0100/wkt/map_0057/metadata.json,previews/OSM_helsinki_disrupted_offset_w_1000m_1000m_0057.png,OK
OSM_helsinki_disrupted_offset_w_1000m_1000m_0166,200,osm,helsinki_disrupted,industrial_disrupted,,1087,1065,1157655.0,1036.34,1014.5,1051362.51,0.9081829317497866,5613,6585,126548.76,0.0056882231752983,10.3839,6.0492,2.3463,5,0.1295,0.3645,1,1.0,1257,0.190888,1171,0.208623,1949.27,657.47,1.287,4.964,0.3323,1.3585,0.5382,0.0,0.9283,0.4813,yes,yes,no,partial,no,PASS,,937609715,PASS,Helsinki Kalasatama / Disrupted,batch_0200/wkt/map_0166,batch_0200/wkt/map_0166/roads.wkt,batch_0200/wkt/map_0166/metadata.json,previews/OSM_helsinki_disrupted_offset_w_1000m_1000m_0166.png,SKIPPED_EXISTING_OK
OSM_helsinki_disrupted_offset_w_1000m_1000m_0285,400,osm,helsinki_disrupted,industrial_disrupted,,1087,1065,1157655.0,1036.34,1014.5,1051362.51,0.9081829317497866,5613,6585,126548.76,0.0056882231752983,10.3839,6.0492,2.3463,5,0.1295,0.3645,1,1.0,1257,0.190888,1171,0.208623,1949.27,595.29,1.3315,4.964,0.3323,1.3585,0.5382,0.0,0.9283,0.4813,yes,yes,no,partial,no,PASS,,3162779171,PASS,Helsinki Kalasatama / Disrupted,batch_0400/wkt/map_0285,batch_0400/wkt/map_0285/roads.wkt,batch_0400/wkt/map_0285/metadata.json,previews/OSM_helsinki_disrupted_offset_w_1000m_1000m_0285.png,OK
OSM_helsinki_disrupted_offset_w_1000m_1000m_0390,400,osm,helsinki_disrupted,industrial_disrupted,,1087,1065,1157655.0,1036.34,1014.5,1051362.51,0.9081829317497866,5613,6585,126548.76,0.0056882231752983,10.3839,6.0492,2.3463,5,0.1295,0.3645,1,1.0,1257,0.190888,1171,0.208623,1949.27,522.61,1.2975,4.964,0.3323,1.3585,0.5382,0.0,0.9283,0.4813,yes,yes,no,partial,no,PASS,,2238906098,PASS,Helsinki Kalasatama / Disrupted,batch_0400/wkt/map_0390,batch_0400/wkt/map_0390/roads.wkt,batch_0400/wkt/map_0390/metadata.json,previews/OSM_helsinki_disrupted_offset_w_1000m_1000m_0390.png,OK
OSM_helsinki_disrupted_offset_w_1000m_1000m_0510,600,osm,helsinki_disrupted,industrial_disrupted,,1087,1065,1157655.0,1036.34,1014.5,1051362.51,0.9081829317497866,5613,6585,126548.76,0.0056882231752983,10.3839,6.0492,2.3463,5,0.1295,0.3645,1,1.0,1257,0.190888,1171,0.208623,1949.27,604.27,1.3518,4.964,0.3323,1.3585,0.5382,0.0,0.9283,0.4813,yes,yes,no,partial,no,PASS,,2790990993,PASS,Helsinki Kalasatama / Disrupted,batch_0600/wkt/map_0510,batch_0600/wkt/map_0510/roads.wkt,batch_0600/wkt/map_0510/metadata.json,previews/OSM_helsinki_disrupted_offset_w_1000m_1000m_0510.png,OK
OSM_helsinki_disrupted_offset_w_1000m_1000m_0634,800,osm,helsinki_disrupted,industrial_disrupted,,1087,1065,1157655.0,1036.34,1014.5,1051362.51,0.9081829317497866,5613,6585,126548.76,0.0056882231752983,10.3839,6.0492,2.3463,5,0.1295,0.3645,1,1.0,1257,0.190888,1171,0.208623,1949.27,627.48,1.2666,4.964,0.3323,1.3585,0.5382,0.0,0.9283,0.4813,yes,yes,no,partial,no,PASS,,1488993093,PASS,Helsinki Kalasatama / Disrupted,batch_0800/wkt/map_0634,batch_0800/wkt/map_0634/roads.wkt,batch_0800/wkt/map_0634/metadata.json,previews/OSM_helsinki_disrupted_offset_w_1000m_1000m_0634.png,OK
